Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRefInterpolation	ThetaRefInterpolation	PhiRefInterpolation	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined	TotalRadomeCombinedInterpolation	ThetaRadomeCombinedInterpolation	PhiRadomeCombinedInterpolation
87	0.527578442249358	-1.315155576209	-25.2902014858224	-1.33257968743117	-37.5086359361095	-39.7893809567446	-41.3962918131901	-8.87234121776353	-13.8387874799537	-10.5388324843733	-1.40192312121431	-26.6289412516083	-1.4149768631247	-2.14268548113585	-12.8694874656717	-2.52652967496329
88	3.97772875108113	2.8848478876541	-26.8422749010843	2.88022084648188	-39.7663036896461	-41.1281053977812	-45.4661311623078	-11.4477603846503	-15.4719652567318	-13.6366327788481	2.86402644954671	-28.2507541545377	2.86066540481645	1.93109961933357	-14.6517717119083	1.83464770571476
89	5.82723390512289	5.08743953022235	-31.7417325461836	5.08653814139167	-42.000908725208	-45.9433631646002	-44.2442024266366	-15.0449519321703	-20.5685926822095	-16.473486864278	5.09017374650912	-33.2397935974379	5.08953574827534	4.37232355678757	-20.01350043375	4.35647483991399
90	6.41486042283538	5.78092494864338	-70.3748693846823	5.78092484339755	-43.2812864767053	-64.7467478946947	-43.3123887659483	-16.8777995412723	-34.8111480333944	-16.948263640316	5.78923319660785	-62.1050465167182	5.78923249133628	5.12351317632846	-34.6686377377566	5.12305756763723
91	5.82723390512289	5.08468022428063	-31.5599518689267	5.08373970408149	-42.5050487344641	-46.1302130537099	-44.976837178232	-14.2308673526368	-20.608970869547	-15.3673404932593	5.08554243358352	-32.7967800389698	5.08483516001687	4.26944388180406	-19.3769265754698	4.2506469583545
92	3.97772875108117	2.87859757671378	-26.7529087101385	2.87386747841587	-40.1426426227437	-41.5975862018463	-45.5992055800084	-10.9670825019766	-16.2909822143102	-12.4759688295998	2.85511423740086	-28.0836526598357	2.85161411996772	1.7277009331546	-15.0576406993428	1.63568932826826
93	0.527578442249441	-1.32933562742582	-25.2140259517043	-1.34712679841844	-37.7502348086739	-40.3286689612639	-41.2401361646809	-8.80283258103085	-15.2781405124062	-9.91064823274709	-1.41809218893694	-26.5204037099259	-1.43152678818419	-2.44242069451946	-13.8772594233662	-2.7663081833787
94	-5.58845340124471	-8.96943218934805	-25.6223747037955	-9.06432339868046	-35.9400420614113	-40.8072326545854	-37.6537494947927	-7.9059007342334	-16.4156433020927	-8.56565177314571	-9.27886104642166	-26.8084586779148	-9.35625166768413	-5.43112463009841	-14.7693197669268	-5.96886734930518
95	-21.4787950988922	-13.7244107165798	-27.7842484892526	-13.8983789320937	-34.9845436867042	-42.5219077486726	-35.8268771735286	-8.09918874712775	-19.9788784927446	-8.39045991896581	-13.4398495540771	-28.7352397535298	-13.5700885281418	-4.51282949183469	-17.9086948200571	-4.71621853026664
96	-14.521547325546	-9.50671366105169	-31.8816888147516	-9.53192213817122	-35.1405504639617	-45.200049651799	-35.5915643871366	-9.22865777679365	-27.106448675242	-9.30003658191229	-9.11920165700037	-32.321524877947	-9.14002703254959	-4.32283874937148	-23.7551140266439	-4.37261742524005
97	-11.1740394338172	-9.95357015581759	-38.0375519439676	-9.96032668902104	-36.4406235817575	-46.8662490586641	-36.8533823021391	-11.4346109132426	-32.9796599677259	-11.4651464309237	-9.56970597859374	-37.4362583852738	-9.57680967196336	-6.41082454006057	-29.1370454963558	-6.43406923935263
98	-13.1808974250306	-14.6208320412874	-41.886872717165	-14.6289901236201	-38.4114302141825	-46.6819980458497	-39.1117091987625	-15.0168844737529	-31.9294134099724	-15.106213004014	-14.1294921089605	-41.542680385296	-14.137378162599	-11.1046830832923	-29.5424949990624	-11.1673637175006
99	-21.1337265997556	-21.382815902835	-40.7971102043488	-21.4328022963247	-39.6473867037116	-47.0488245017494	-40.5193750767646	-20.7443035222888	-31.9004543304592	-21.0905343781248	-20.5122228611492	-40.4070933291024	-20.556945919881	-15.7203785074933	-29.2739524796857	-15.9163480351442
100	-27.178747456742	-15.7205559310421	-41.8159803711828	-15.7312409675305	-39.6155163971322	-47.9723398171835	-40.3008775188904	-23.42161302671	-34.0504742998734	-23.8146200958509	-15.3130169621493	-39.7963979808792	-15.3285130040184	-14.2435631992756	-31.4581211888671	-14.3268325788834
101	-18.2594845355218	-13.8588194697636	-46.0503032024352	-13.8614422812201	-40.0689777427977	-49.8168184093463	-40.5554959364991	-20.0806275469727	-37.3744527380539	-20.1623766195096	-13.4924678840838	-42.0454812762982	-13.4985322605765	-13.8271343186499	-36.9889212326268	-13.8481554580843
102	-17.7978178092488	-15.5594030085657	-56.1746245958194	-15.5597799561807	-41.925785775034	-52.8803311210499	-42.2891754432175	-19.8742185935218	-35.5086738625045	-19.9945394564992	-15.1673658579328	-48.4001094569857	-15.1694293990381	-16.3419310169666	-36.2429965747499	-16.3865899960758
103	-22.1558962418287	-20.9553703731343	-59.5515237433719	-20.955970439075	-44.0758519663403	-55.9857903361886	-44.365032650137	-23.1678345155815	-34.4390493162308	-23.5046521949025	-20.3994961035622	-54.6511987333405	-20.4011280114484	-20.7737326890991	-33.9835220967775	-20.9862467876562
104	-48.4867842650407	-23.4676192074581	-53.2845079856317	-23.4721515427504	-45.192609221344	-55.3554149204917	-45.632465665236	-30.7290825233049	-35.4562421268276	-32.5121902970466	-22.8434073805655	-48.418157401755	-22.855455286421	-24.2881280494719	-35.0484958041508	-24.668883589814
105	-24.7768278812674	-18.9403364828168	-55.5145051626048	-18.9412923889272	-46.5997946104438	-57.3701416990958	-46.9796368879169	-22.5645382733173	-32.0338873822751	-23.0852850623879	-18.6021140616867	-51.1301683411695	-18.6045412319138	-22.6984404252833	-32.4164527376267	-23.1885081156982
106	-21.6333565576456	-18.5878414093043	-58.7021581277669	-18.5882644418598	-46.8539413106786	-58.0352440954839	-47.1980914204001	-21.4063569715153	-31.9255385664192	-21.8098973012593	-18.3331616180977	-64.9207549459917	-18.3332569042396	-22.602490126141	-32.1973472996764	-23.1075056262612
107	-23.3756341934115	-23.0954254297496	-52.8541326969098	-23.1000189246555	-47.7216264554403	-54.8182324319066	-48.6644062872884	-24.0216842318649	-32.6211426660452	-24.6668919139319	-22.9534035123597	-48.5894199038316	-22.9652824193562	-27.1814861313565	-32.2089749357935	-28.8197172269311
108	-31.7125369410165	-32.2188165828412	-52.0779420838007	-32.2639111829707	-48.685270199809	-53.7878303236877	-50.2895309085309	-30.9264406216964	-36.038398190131	-32.5265085667054	-31.5634541566793	-46.8730907529497	-31.6932601624038	-28.362867306035	-35.1924997283063	-29.3729234472988
109	-33.7417504971836	-24.7880910797465	-57.1129928523248	-24.7906345185913	-47.4573922059555	-54.6936478835439	-48.3669800726334	-35.3700716424867	-46.7872310857467	-35.69533103131	-24.5075299511707	-49.9170227378438	-24.5200458105582	-27.5618952000005	-45.8124528618902	-27.6273584550973
110	-25.7556217338771	-24.1158166864516	-52.0074701603485	-24.1228794074766	-48.1407313199824	-54.7821835518698	-49.201438616505	-26.7725478616529	-40.7892249061868	-26.9482892468045	-24.207857931154	-47.2819928050097	-24.22930870287	-29.3339297769519	-43.5795113022241	-29.5004729000335
111	-24.9485361672192	-29.3543285220853	-45.8299391255463	-29.453219902097	-48.3030039868115	-53.6831933539431	-49.7887186779305	-25.4213674334753	-34.2863116523212	-26.025521140738	-30.1156106141218	-43.305654204737	-30.3291173369118	-28.2586803746447	-35.5170062578001	-29.163142222128
112	-28.5303972162318	-42.2611762640377	-43.7743512170831	-47.5747699882107	-47.6780980351715	-53.9967379758557	-48.8325169226262	-29.2684564469932	-35.2292506110711	-30.5379634896457	-39.5847108832119	-42.8179554803008	-42.3829543711818	-28.7607678486682	-35.8473913689926	-29.7059713600362
113	-45.1412184109575	-30.5931724633805	-43.198310106101	-30.8383448171941	-46.8480310659643	-52.8813408098468	-48.0931900741872	-30.0555993912754	-34.4944647645666	-31.9927366736316	-31.0190866563443	-43.309780846195	-31.2832396892198	-31.3320822499183	-34.5760404836855	-34.12065593432
114	-32.226541302528	-30.4209931117479	-40.6059617998426	-30.8584939209618	-45.9915338992648	-50.8789450558209	-47.6954926311282	-26.9936015813853	-34.6267060886961	-27.8157140642063	-31.7202190506467	-41.513345429219	-32.2014002129686	-31.1166721463296	-33.1167706245168	-35.4457381153427
115	-27.7873066103873	-37.4974816465975	-37.8121112420853	-49.0536941421832	-44.7804397249007	-51.232612867086	-45.89500082464	-24.9817825041116	-36.8601727086824	-25.2731438367235	-37.7738373854698	-39.1858553193917	-43.3401754866422	-24.7752433652778	-32.8845843237946	-25.5043584041104
116	-28.2192516804671	-30.7305787418824	-35.6493290254901	-32.4195604137223	-43.5985416827136	-51.9455383698579	-44.2855848527282	-26.876482087954	-41.2088889952319	-27.0396659724255	-32.0804361525155	-37.0843047338005	-33.7295335802206	-23.979626052408	-34.2259934146796	-24.4106699773251
117	-33.2690963594305	-28.4897228195717	-34.7046200392539	-29.6762292438479	-42.6389522050801	-52.9474280057738	-43.0635663662245	-28.4791298075803	-37.6958857288994	-29.0331359790664	-30.2500446398489	-35.6332658863307	-31.7345232382263	-25.3050573311774	-33.9034581065295	-25.9504344399549
118	-53.6185168045425	-31.3370592875274	-34.1819949328035	-34.5192701501917	-42.1001029212667	-53.2441675568479	-42.4473382806376	-35.0006222067238	-36.9783749833929	-39.3681589231643	-31.2546897820467	-34.392463716891	-34.1411509268807	-31.0530960928305	-31.7328516921953	-39.442856847647
119	-32.9661626996779	-32.9973708617006	-33.8949069120827	-40.2857370023389	-41.0291558947522	-52.4147183846734	-41.3568822279118	-36.0084296681105	-40.8197420714686	-37.7494303270516	-33.0961540887662	-33.324401815098	-46.0035566516975	-31.5401805898815	-32.5560993227091	-38.3474959081583
120	-29.7919551709487	-29.8002931624555	-33.7247046775935	-32.0558303570034	-41.1940530987853	-50.0617530909272	-41.7977956505549	-30.4679559263509	-39.2850677740591	-31.0792941220075	-29.7120435937871	-32.564936102956	-32.8856713905999	-32.3338857838664	-32.8014820081767	-42.2447195397021
121	-30.6448603400603	-30.8672562288567	-34.6252966102125	-33.239844405188	-40.1766819057501	-49.9053336541451	-40.6654803997935	-31.1216771440872	-37.4233491662148	-32.2812758447978	-28.4357104333002	-33.2471331813282	-30.1766566780789	-28.3184979744303	-30.0140636065862	-33.2234303013113
122	-35.922616250575	-31.2514491285733	-36.520169689426	-32.7834663059278	-39.5595048047399	-51.6641786000349	-39.835593246385	-30.0665340428194	-33.8320388591437	-32.4337046103572	-31.1466821937525	-35.3468090528502	-33.2240143622272	-25.1546471594663	-29.7185011843577	-27.0230739158036
123	-55.004393187966	-33.2533232920797	-39.4259175761113	-34.4532054282208	-38.4225743995752	-53.0900798351357	-38.5734276235405	-29.1744990841809	-32.582798391666	-31.8202311163708	-37.4038070016778	-38.9851153474154	-42.5581747015052	-25.4295089731071	-30.5668217236861	-27.018329621622
124	-35.266457712315	-35.3611143678866	-43.0085591869878	-36.1802442615469	-36.6874549712287	-53.2039096199002	-36.7854101495666	-32.8721203058963	-32.9431509800521	-50.7709709843749	-43.5723503658948	-43.8572729888068	-55.5446066234837	-30.2156971136592	-32.1299545956498	-34.6955657180211
125	-31.9107100933413	-29.3422792093166	-44.6513430038196	-29.4721025950822	-34.4252998253098	-53.4092594451565	-34.4805262264652	-32.2640291275461	-34.0918925135021	-36.9043590691745	-33.2017651981165	-46.5416500574096	-33.4078564897422	-26.4463925389499	-33.7515993865245	-27.3400716510908
126	-32.3033035944562	-27.8199630401654	-43.0281162990751	-27.9528854340063	-32.543350591475	-52.7708802660304	-32.5847601093968	-28.6001231954741	-35.6870652792225	-29.5452492545796	-26.5454374422269	-46.3601231470431	-26.5909982894791	-24.2706108173445	-35.3760890633921	-24.6210735063144
127	-36.3309285279057	-32.0231777990612	-41.7479118098443	-32.5124432419108	-31.3979232267299	-50.6957121104799	-31.4492767885217	-32.4289033125504	-37.319746783766	-34.1312139281697	-26.4090403166474	-44.7181888357326	-26.4736197799366	-26.9339948337998	-34.0589911341847	-27.8699193701408
128	-52.9253140412304	-34.7454518215653	-41.763443355112	-35.7075077826018	-29.819587854052	-49.6527467488674	-29.8649543012601	-31.0290381561855	-31.1021120823214	-48.8057425831434	-26.7832899794549	-42.6932797584534	-26.896117355714	-27.9925551317088	-28.9928541048935	-34.8596538995646
129	-39.3677399607462	-35.1217080441899	-43.3851043299335	-35.8232430741386	-28.2288071471626	-49.5546184918817	-28.2609295709985	-27.0647173384212	-28.4399650668321	-32.7282447010901	-25.1611546288186	-42.0384865251484	-25.2512176456581	-26.6135560598369	-27.2606529090281	-35.2012381076138
130	-34.3066949456703	-43.6107987299912	-46.7439046469724	-46.5016700429077	-26.5307526288544	-51.0349129677512	-26.546174573731	-26.7658433806975	-28.856347945108	-30.9445799907741	-27.3609040669618	-43.5639549517116	-27.4662790011542	-26.7568860502609	-28.2675100375969	-32.0766058213532
131	-33.3755088588461	-33.7725958611997	-46.0756636488111	-34.0359741030077	-24.9692919408214	-50.8756177555912	-24.9804531094246	-28.5652387891518	-31.113936643586	-32.0921032232084	-23.6113779314449	-42.4915437388815	-23.6679488467982	-27.2258228763229	-31.6180168900568	-29.189416845947
132	-35.2373518015371	-32.8830610524021	-48.7405770277109	-32.9972781320648	-23.332834449791	-49.4612044764697	-23.3434386375827	-33.9498491418269	-34.7914915680622	-41.4904432983213	-20.8484356064516	-43.0978972007161	-20.8743854652319	-29.8449972894005	-36.074329691184	-31.0269785389823
133	-41.2494953170643	-42.0699104923462	-50.3798124641731	-42.7633435349865	-21.868090084479	-49.8897300075689	-21.8749443825859	-30.2184489380625	-46.9523234284697	-30.3115692795497	-21.3991150470594	-44.3585253547353	-21.4211414782438	-28.7530723888855	-45.073689311663	-28.8555995403639
134	-54.7232622361141	-39.5042252273938	-48.8814956799365	-40.0368434795569	-20.5368964892802	-51.2525242403663	-20.540581220039	-26.083292133508	-42.8610559457955	-26.1754661430072	-19.6546769545158	-44.0042986390741	-19.670658581104	-25.1442034754395	-46.3816904471477	-25.1769883727556
135	-39.2555976773261	-42.3322817376288	-46.2357685692271	-44.6021254272328	-19.5614903921768	-49.2545596581395	-19.5661538766814	-27.0135359996111	-41.1612684488551	-27.1839494529979	-19.5354335607221	-41.9743677311221	-19.5602724543151	-26.0096304741957	-43.442930273527	-26.0887721801411
136	-35.5873236234213	-39.0864609255974	-49.8405036785558	-39.4677964882724	-18.8754793132434	-48.9471658466266	-18.8797532622666	-21.4045162981771	-38.4036817874886	-21.4920625835291	-18.8042752573256	-44.7376769223693	-18.8153669700394	-22.5809663759106	-40.5360932274436	-22.6510751460866
137	-34.9660815072355	-33.0122573201262	-50.6729815682927	-33.0873261979459	-18.441834632691	-50.2141710193071	-18.4447232838414	-23.2056402380988	-35.6716178676787	-23.4590332290595	-16.9784180299215	-45.1257965229693	-16.9850765750374	-25.9611428060095	-37.2062659999291	-26.3000714058766
138	-36.6267031051567	-35.0989140776858	-47.1848023598066	-35.3762383698189	-18.3599842897077	-50.8501973063585	-18.3624327069247	-21.8031291584375	-40.0095537630393	-21.8692661604371	-17.7674262083643	-44.7149158538526	-17.776205798711	-21.9118542784868	-43.3178374071651	-21.9433870164164
139	-41.4269646855932	-43.5283321167413	-48.6662468972998	-45.1168868608635	-18.6240290500165	-55.0487830830616	-18.6250184191921	-23.1459574434127	-34.8955601223765	-23.4463986561742	-18.6047345787189	-49.3730978513891	-18.6083748184323	-23.3100198474391	-36.8548944880397	-23.5063913329983
140	-54.5341053762076	-44.1923302665639	-50.1099771452389	-45.4765849002806	-19.2870411834727	-55.6506945360855	-19.2880445720312	-24.4315128140383	-35.2620451898742	-24.8058954885811	-19.5806747965174	-56.0030148625941	-19.581664715836	-24.3537374177474	-36.9160970541501	-24.6014071797522
141	-42.6535289773832	-42.0598317416442	-54.1500307537245	-42.3368719380544	-20.5190863269074	-53.1439001676324	-20.5214600038199	-24.2305467132678	-36.3182609196235	-24.5077506324126	-20.4824524781717	-50.5870890637422	-20.4866941075358	-23.3779148805917	-37.4966043878685	-23.5494946600368
142	-37.6843338868062	-37.7203183046599	-54.6991013734353	-37.8082806291221	-22.6770529608266	-51.8869641137101	-22.6822655536238	-32.7163057037012	-46.408695150919	-32.9059737879116	-21.2758527941622	-47.4114325681714	-21.2864393710299	-30.1085405013284	-44.6723334414267	-30.2631052073758
143	-35.8538081430491	-43.2040450125501	-48.0641912884901	-44.9211644806676	-25.9474515376108	-64.3069443135371	-25.9480852128203	-33.7988341842956	-33.9787898630405	-47.7146888856405	-25.6481692712773	-46.945480637209	-25.6805039765591	-32.0992216953735	-32.4338359228611	-43.3978537270246
144	-35.7948854619079	-42.4360564324761	-46.2713492952144	-44.7533424257024	-30.7067116571521	-51.8858063223244	-30.739942036902	-34.0342816571526	-34.7808466985709	-42.0493847447274	-29.1426004770424	-51.5267003078151	-29.1677558923557	-33.1487351733467	-33.3999165526783	-45.6516892709912
145	-37.2730889680865	-36.884533498147	-44.0332645118398	-37.8147694245314	-35.619088759707	-47.2179879775003	-35.93052797529	-34.0570850012301	-42.283302672636	-34.7651708385626	-37.396934356797	-54.1745530292524	-37.4891114796971	-37.2015810105739	-45.9102486078599	-37.8295492694084
146	-40.6890499951608	-42.4384487042405	-46.6782865376925	-44.4916019175678	-32.2480346104759	-45.9976085544062	-32.4351674299837	-39.368597985785	-49.0314126524497	-39.8653064837654	-33.198764767466	-54.9659555365209	-33.227772569119	-36.9254308979715	-59.0995025509623	-36.9518365416911
147	-48.2256191448775	-44.0458670050429	-49.8687832746527	-45.3632003920516	-30.2455284963317	-48.9114602869422	-30.3049796516943	-33.2064268258709	-44.6777744811513	-33.5275002177607	-31.2835396645213	-58.547940281399	-31.291700831131	-33.9910370094074	-48.8094206817283	-34.1366520900929
148	-53.517886293423	-39.5497222367168	-47.4791329513886	-40.3125499878453	-30.6841811579931	-55.0523817931374	-30.7000944366868	-35.890949953394	-42.2671906743779	-37.0279804379161	-33.6623826662663	-50.0258987676709	-33.7638901801878	-40.6050346073053	-47.6089069391988	-41.5705988797751
149	-43.6174816759201	-40.7673707931874	-43.380204040676	-44.2152120575437	-35.0376996544032	-55.5589213999832	-35.0763893385998	-32.2983134744225	-39.4484068123449	-33.228224053969	-36.0043171834033	-42.5767851499198	-37.0843038545023	-33.0231426880478	-38.2250702766504	-34.58372470696
150	-40.0472733690711	-37.5034977217304	-40.877206509722	-40.1784640016802	-48.9420081911654	-52.8817428138809	-51.1871420355366	-32.6208559699268	-38.9331885491177	-33.7771972280805	-37.8682718446989	-39.7140888330526	-42.4744986270078	-31.810002334933	-35.7524467083763	-34.0533028431068
151	-38.6273268858262	-33.7104273056187	-39.3754872893317	-35.0851042107836	-38.5545549993107	-49.9816359225301	-38.8790437474338	-31.4238291598778	-35.7479074636969	-33.4268477261165	-36.7570075105608	-37.8412259825207	-43.3145195352393	-32.5254509603609	-32.6805689665815	-47.0740000896044
152	-38.5166352224457	-31.2181204583466	-38.3606898271496	-32.1498294735311	-34.5433259915589	-46.5836410775745	-34.8236722166732	-36.075403768075	-39.9325861849142	-38.377323307284	-30.184330577684	-35.9074551093328	-31.5375834558563	-32.8680660045266	-36.2502469761446	-35.5358322012733
153	-39.5048570973125	-31.7982673503396	-39.1633787707185	-32.6783746874925	-34.9082333486428	-45.1930977272209	-35.3352799305554	-36.1613589153261	-51.434758166009	-36.2922691055695	-27.5328364522995	-35.7464718001343	-28.2431542605312	-36.5677110789582	-39.7760702286718	-39.3885917078078
154	-41.7064122420344	-34.2787347736427	-40.0990514259722	-35.5969897282392	-40.3534462780252	-44.179308540212	-42.6773933303797	-34.470755685589	-50.7470600652238	-34.5743469516969	-30.8281234025645	-35.8963425711674	-32.4478178829114	-36.672446578686	-43.0975254613457	-37.7949668780737
155	-45.7611311725708	-35.9532818373655	-42.134273596076	-37.1504951230927	-37.8611811904304	-43.6281537242763	-39.1985128690108	-43.6789108097319	-44.0891405395559	-54.1299830209044	-31.3423043584964	-37.0759622011015	-32.6917125678698	-37.0713651972086	-49.4032015724782	-37.3329510910351
156	-54.7678099875775	-35.3278062368559	-45.7631219634764	-35.7395999832171	-34.0530738827804	-45.2745644361149	-34.3939263323809	-44.0245191239532	-44.0496428927794	-66.4140701792087	-28.946044463144	-40.266403504386	-29.2789231871069	-35.5695342162059	-55.4540193209233	-35.614364904532
157	-55.5119121440632	-35.1279949188105	-55.0813863128031	-35.1721163279795	-33.9081132203305	-51.1164967556091	-33.9915022146121	-35.0641323547678	-45.136853362928	-35.5137018044533	-28.5364290765381	-48.3428084300552	-28.5820776072298	-30.8176637863697	-44.0785970827244	-31.0276288013796
158	-46.7016059002826	-37.6919701820523	-61.8830916121119	-37.7085469838474	-39.8563648649406	-56.3643151498116	-39.9545142332868	-29.8794307013934	-35.733049531341	-31.1859362795916	-32.7184332997572	-55.8648497510203	-32.7395291498992	-27.2213984682779	-35.4416950760214	-27.930533691215
159	-42.9737243819931	-43.7181018740541	-54.9288635249677	-44.0598314696746	-42.3805783546803	-49.2248480740107	-43.3868099458135	-28.912253299247	-34.6085577052673	-30.2753532604517	-43.1283978259931	-50.1285548400358	-44.0948876427913	-27.6404745170656	-33.9726405416555	-28.7907831537974
160	-40.9478041998982	-36.8947076337371	-52.5296889765864	-37.0150137190349	-34.8525003768911	-47.0994821085421	-35.1194093916746	-35.1534871866372	-44.8818140867307	-35.6423243809022	-30.8458115651863	-51.3540208684298	-30.8846178664802	-39.4859833874784	-41.8751696012863	-43.221291895138
161	-39.8401360373812	-28.101317601983	-49.4794339621517	-28.1330540656228	-32.4891516894226	-46.4849627629604	-32.6657569118506	-37.2058674276277	-49.6682403168018	-37.4594770924951	-26.4758966890434	-54.168422202377	-26.483291063269	-31.2409089129789	-43.7197364497674	-31.4935310703191
162	-39.3404489943269	-26.0133954459694	-46.3493835262404	-26.0537788672638	-32.0126305563308	-47.4816298292859	-32.137691711657	-32.914301318326	-44.4540078325049	-33.2301736265696	-28.3824207407457	-48.5048830291709	-28.4248492507775	-24.3428996791384	-39.4475797589716	-24.4790778257169
163	-39.293469248621	-28.6872064864288	-45.3131768867331	-28.7826954037315	-34.3646036334103	-50.28315571377	-34.4772058788419	-34.7773844003458	-43.935702637443	-35.3394026231782	-34.4046691730845	-47.206958404989	-34.6386619757622	-26.0038108717935	-41.1313092615686	-26.1392641542207
164	-39.6111031321511	-28.4303939464087	-46.5897980943059	-28.4972564652563	-35.0048669026773	-52.6303108864737	-35.0805534588547	-37.4677139757206	-43.8879983232463	-38.5916494207928	-32.9364816428977	-48.6759917576325	-33.0538876657124	-26.3008139135277	-49.5127906176284	-26.3215929391177
165	-40.2401316617807	-28.4333180847198	-49.3252771433339	-28.4688290718512	-37.4442424841667	-52.491203227215	-37.5822718286865	-39.4657515100126	-45.9598821070887	-40.5681131209956	-29.3993220077127	-52.3627746107754	-29.421327894825	-28.1849786951864	-46.5295314680374	-28.2490299527326
166	-41.1480812412937	-31.4863064479056	-50.3328035147021	-31.5433205370474	-49.6542597936397	-50.9154775078917	-55.6395608000063	-43.3098009894886	-45.6530192947451	-47.1085748648791	-30.9695862376238	-50.4175978096315	-31.0191838390359	-32.4597495406663	-46.1222890898134	-32.6507549312967
167	-42.3161421479428	-34.3218799672405	-48.4134258874665	-34.4945571569611	-39.4422867762948	-48.7349079023322	-39.9860725264552	-35.2629923142133	-46.5402558479981	-35.5993225796012	-39.4969391637123	-45.3322728489567	-40.8098808513486	-32.0557030395832	-42.6951434883444	-32.4477094464657
168	-43.7346922959002	-36.0130672913193	-47.5562904968392	-36.3286744067505	-37.1956733797434	-48.1298180612406	-37.560848048771	-32.3018285510283	-45.703423169802	-32.5049430826901	-42.4581515451621	-43.1408829580201	-50.8303904058149	-28.0906503943882	-44.3249628199588	-28.1952603621162
169	-45.3983727569966	-32.0654138044251	-48.4758322322205	-32.1658182679214	-42.645815567512	-50.519011314551	-43.4195213733331	-40.6393456499363	-43.8310931264181	-43.475475885136	-33.774340939964	-44.3949967016037	-34.1681259909777	-30.0281214374222	-45.2085766612553	-30.161907514908
170	-47.2960320697543	-28.5055508336937	-51.4230539772144	-28.5277913850754	-44.599760056629	-54.6038202853936	-45.0568840599329	-42.2391765866381	-42.7123935458099	-52.1008769377502	-27.3067989546154	-47.9709496047776	-27.344230649034	-28.9574558154606	-46.2729412546326	-29.0387943505995
171	-49.3849830268675	-24.9357537584656	-63.0793962874963	-24.9364197264575	-38.6894763417356	-57.0486221801458	-38.7533111500193	-31.5671671365691	-42.3768614852901	-31.9434307643158	-23.3779941513512	-62.6100380602094	-23.3785124807435	-23.5850864091359	-43.0448020574721	-23.6345497637414
172	-51.5291355854549	-23.3649209328237	-48.6556732040981	-23.377784223687	-38.4314021427673	-51.7085965820547	-38.6405632592369	-31.5789545838836	-43.8549146352933	-31.8440332817272	-21.9807026329964	-46.6285016993417	-21.9956219918136	-21.3515777331265	-40.2376926699332	-21.4080707027004
173	-53.4004582232853	-24.360304003269	-44.7630738242707	-24.4000683663248	-45.2220092041036	-49.921953402233	-47.0189993934396	-46.519283335368	-57.5371094142068	-46.8771937456114	-23.7789454544771	-44.141574328513	-23.8190807665362	-23.7277763001994	-43.8299699269423	-23.770404265492
174	-54.5194407626343	-27.624188472425	-44.1391014628275	-27.7221788243785	-48.2313174838498	-50.9253384097946	-51.582751741843	-40.6510788627751	-43.2582823826113	-44.105753125377	-27.7235593672592	-45.1116350443541	-27.803537175296	-26.2007348411401	-37.8478217247074	-26.5086127887163
175	-54.7043846703429	-27.613656092975	-47.1070318254556	-27.6627353966267	-45.9681160047008	-56.2717446439639	-46.3932283255647	-37.8687635702521	-42.5177814583775	-39.692087444277	-26.8260191339877	-49.2758321950352	-26.8507957074814	-28.84139567664	-41.1061377609137	-29.1071813793398
176	-54.3166840131364	-24.750646912206	-57.782176596003	-24.7528083334191	-37.373620348618	-73.0883916959537	-37.374785454596	-42.6601761030304	-47.0711786618397	-44.6130544054709	-22.9972850435182	-59.3909766095153	-22.9982815152369	-24.0783886760414	-47.1483974424877	-24.0998598876902
177	-53.803955054945	-23.0378523013868	-53.4338670171314	-23.0418185609989	-32.8718061638495	-62.9035453937856	-32.8761196265167	-41.7377958008442	-43.2874138257342	-46.96518724916	-20.9670801631549	-56.9694813470577	-20.96817059547	-22.5325781857511	-41.1962830407499	-22.5920600435248
178	-53.4069807755412	-23.767369005383	-46.2427701174487	-23.7919996142951	-31.4476362464602	-61.4257652040707	-31.4520033124102	-39.2677371249309	-43.6570452629675	-41.2329817044571	-22.0363874794891	-47.6915568723699	-22.0482140429351	-22.9652896981604	-39.4619143673224	-23.0636982820826
179	-53.2137198293062	-25.118600538706	-44.79453590917	-25.1656485260922	-30.1196469128693	-66.0870229566606	-30.1207461760175	-31.6414491976018	-56.6172187218015	-31.6552816376729	-23.4392328816301	-45.2805383050213	-23.4677482349118	-25.7637663380945	-42.9883818313918	-25.8468412493928
