Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRefInterpolation	ThetaRefInterpolation	PhiRefInterpolation	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined	TotalRadomeCombinedInterpolation	ThetaRadomeCombinedInterpolation	PhiRadomeCombinedInterpolation
7.5	-52.5285336595784	-34.493585767973	-56.1997841215333	-34.5230052226487	-54.9937000280239	-64.2066964023303	-55.5482179686853	-38.1882782992394	-54.9447396378233	-38.280910407926	-35.2739310257179	-54.4089424781832	-35.3272579806618	-34.9280585688616	-51.1916352341575	-35.0319575374762
8	-51.5291355854551	-37.9894658850036	-52.2880237659623	-38.1539510846463	-59.6680184175512	-62.1066160226208	-63.3368542417788	-36.5957343816684	-60.375523977741	-36.6139614316906	-38.1635273453621	-51.2261822680696	-38.3835531739086	-31.6754214269407	-56.3390944974044	-31.690286259922
8.5	-50.4650705740757	-39.1547859774546	-50.9444787029291	-39.4523697669661	-55.0831308518843	-61.2233821136287	-56.2933559418311	-32.861240355742	-51.8346429064015	-32.916602027919	-38.9595293124336	-50.1563508021713	-39.3024020994375	-30.216026059603	-61.2899392094503	-30.2194188937232
9	-49.3849830268678	-36.3230076293843	-50.2543419808142	-36.5023096287274	-51.4439596132575	-61.1985980244996	-51.9296727019966	-30.8990336967243	-46.7924488265134	-31.012298171121	-36.3361037726907	-49.4803034618656	-36.5519334367874	-30.4909574544497	-56.4485895175036	-30.501987377546
9.5	-48.3218326704297	-33.6683357179817	-49.1789106117599	-33.792188204335	-49.9709211171926	-61.8626893566629	-50.2613556746814	-30.0019274410866	-44.8819094191664	-30.1454574962392	-33.7851415895057	-48.4741475594442	-33.9352368093811	-31.3373974986938	-49.4405215186217	-31.4051389629568
10	-47.2960320697543	-31.9883828934248	-48.4886158967483	-32.0867088163566	-49.1225712059641	-63.4006218821053	-49.2878499379645	-29.11012050299	-45.6209985722976	-29.2082029739298	-32.1814785662943	-47.9157249949473	-32.2990289169114	-31.7673186720731	-45.2436378618524	-31.9668874607604
10.5	-46.3193976474539	-30.9319341017042	-48.8791731961	-31.002171356929	-47.4515858135125	-65.974331393874	-47.5130438999348	-28.0666060833574	-47.6433899017196	-28.1147465983343	-31.1611446867613	-48.3073802789003	-31.2457473467762	-32.58614417666	-43.4331086182558	-32.9590505260076
11	-45.3983727569965	-30.1733213134624	-50.1767725762932	-30.2169345202341	-45.3179748869445	-68.7032622568448	-45.3379391555951	-27.5254163682209	-48.1972709970262	-27.562781434958	-30.3319439452049	-49.3606387514267	-30.3866008215956	-35.1963902131646	-43.1308121505452	-35.9582563812623
11.5	-44.536266140999	-29.6305510939618	-51.7197054347188	-29.6574797459714	-43.8196985811366	-67.8866976630764	-43.8367569319431	-27.8154300189365	-46.6063667546294	-27.8731830910893	-29.6394829081143	-50.5068852266389	-29.6751960874615	-39.7374858572471	-43.1706351536729	-42.3624787755297
12	-43.7346922959002	-29.3354586202847	-52.6127521505939	-29.3559267406557	-43.6316478446744	-64.5464997364767	-43.6669713749947	-28.5082548377166	-44.6819946603911	-28.6143521531442	-29.1674348263394	-51.4411758488913	-29.1932395853839	-39.1152153549259	-43.5081902163174	-41.0783630059876
12.5	-42.9944646342725	-29.3013407579132	-52.4990743456103	-29.3221882063323	-45.0129198695218	-62.3796711659113	-45.0932950092099	-29.1623230816966	-43.9690591303934	-29.3083358690441	-28.9305091462659	-52.211568001342	-28.9509594866777	-34.2374933772849	-45.2881766714242	-34.5925928136786
13	-42.3161421479429	-29.8498695341304	-51.8645762013439	-29.877265253605	-48.3470277970708	-61.8420938263563	-48.5457170124592	-29.9974631778276	-45.0707264573089	-30.1346457869992	-29.2763555820263	-52.6801858821908	-29.2962345966355	-30.7936181410459	-49.8123043590011	-30.848401921609
13.5	-41.7003669679703	-31.7748519352125	-50.9774940545746	-31.8273498861599	-53.8065478463661	-62.4599790006879	-54.4431728234606	-30.8521329938639	-48.8336958005234	-30.9218128693931	-31.1765635184875	-52.3203028222437	-31.2100665770874	-29.7155098996111	-56.5143279680134	-29.724595564375
14	-41.1480812412937	-36.4451553059091	-50.2506738749572	-36.6298413298693	-50.2540950035886	-63.7817149968252	-50.451266247488	-30.8598736643698	-59.5188737980764	-30.8657917353251	-36.9478094569023	-51.6104561680353	-37.0988345146687	-30.7059163740507	-49.2075774923194	-30.7676756941254
14.5	-40.6606793334379	-40.3107460737022	-50.3397453354893	-40.7651107596058	-45.2036935181823	-65.8631248949271	-45.2411660860486	-29.7419139014079	-50.2224429707627	-29.780969447822	-42.6634155320357	-51.7073109763309	-43.2414816615862	-32.363921223212	-45.0078253547601	-32.6068527361943
15	-40.2401316617807	-33.2245859931812	-51.6938480026823	-33.2868111000118	-42.5345618962401	-66.9151999335081	-42.5504295841626	-28.7091745250628	-45.112787505778	-28.8097382840734	-31.5664264854263	-53.3374517381254	-31.5954086011312	-34.1344479533184	-43.5001576055392	-34.6685768990518
15.5	-39.8891054975581	-29.5457047173946	-55.3313451375158	-29.5571808074459	-41.2098366001905	-63.582308818601	-41.2350596519835	-28.7725464141831	-43.4218695407784	-28.9240436968428	-27.6376921642506	-58.9229778667602	-27.6409237621036	-36.4496608707323	-42.8484943148862	-37.5799525729287
16	-39.6111031321511	-28.3791374789709	-60.3264071564669	-28.3819120513899	-40.8069760869413	-59.4912350339971	-40.8661751739156	-29.685749415764	-42.3913559521962	-29.9251576485247	-26.5564204380919	-63.9008511306302	-26.5572209748318	-36.5077184410835	-41.4329332332988	-38.1936305115363
16.5	-39.4106374773734	-29.0845040523672	-52.7585738341841	-29.1031812131088	-41.2971301817863	-56.3201521698975	-41.4359347814719	-30.5564438369297	-41.1734470994799	-30.9505757070571	-27.5909460053335	-50.7758122211418	-27.6118554617731	-36.8950660839368	-39.2486214557637	-40.6794282552864
17	-39.293469248621	-31.7153652810576	-47.6173428696356	-31.8284037369091	-42.751596190518	-54.2774551594542	-43.0685149867714	-31.4578935220173	-40.7753839640371	-31.9983727450241	-30.9616725720287	-45.7171898033139	-31.1094473710284	-37.5579729084649	-37.6017564443966	-57.5445810775127
17.5	-39.2669394563183	-36.8614511032128	-44.6318374987858	-37.6554922098876	-44.9941313148864	-53.2462025974871	-45.697654810051	-32.9133176711546	-41.6606613809103	-33.5352998685128	-37.6682920714265	-42.8939590377658	-39.2186497092966	-35.0696354955547	-37.0100983146526	-39.5025910690348
18	-39.3404489943269	-42.0017767887577	-42.4749284662508	-51.8640442550502	-46.9737474085916	-52.7920217648038	-48.2927268840352	-34.4330132694771	-42.5329286509056	-35.1638535223332	-40.3774268611851	-40.8891125382448	-49.9185685482545	-33.501175436601	-36.4863191169929	-36.5367782352639
18.5	-39.5261701054406	-38.318912252011	-40.647046724473	-42.1388638928726	-47.1429379895324	-52.6205172722716	-48.5895461461428	-34.6138428382218	-41.6330711810892	-35.5755921569884	-36.1349693438361	-39.1942139904448	-39.0968700721961	-32.3378513260511	-35.1092697086294	-35.6009411510917
19	-39.8401360373811	-35.7621322848444	-39.3025450349467	-38.3000443477915	-46.4352964872978	-52.9194840430431	-47.540535387043	-32.7405705512749	-40.4786999344722	-33.5411118835773	-34.9122518429516	-37.9679705811148	-37.877603098562	-30.7764432987872	-33.8501693428803	-33.724230150134
19.5	-40.3039751680459	-35.2526556153582	-38.7191419526409	-37.8501651165905	-46.2418315667141	-53.8609559651465	-47.0668632000856	-30.0800029481137	-39.8212430616718	-30.5673042419497	-35.4345006288817	-37.4860343617839	-39.6770192299773	-29.5006645009608	-33.2350295615891	-31.8905428438094
20	-40.9478041998982	-35.7084162047848	-38.9278140837188	-38.5192248337692	-47.1128233020708	-55.3089775982121	-47.8262547318254	-28.2082188507983	-39.2588983521114	-28.5633186103424	-36.2527414699796	-37.783177255019	-41.5252029305471	-28.8625253102307	-33.0859795758441	-30.9256109643537
20.5	-41.8153492925332	-35.220051060103	-39.834872227889	-37.0613232258127	-50.1727219913658	-57.2845963248315	-51.1118081216857	-27.3965114548037	-39.4486100802767	-27.6760730757701	-35.8325811693344	-38.7945730852972	-38.8917325633389	-29.2821485748977	-33.7004213457579	-31.2309043357147
21	-42.9737243819931	-33.1394903522382	-41.4840027089284	-33.826959473144	-56.2463264724728	-60.1287699309113	-58.5306755284407	-27.057369819871	-41.4438022434592	-27.2184984036	-33.3152739277571	-40.6036032011419	-34.212818441835	-30.8481401998764	-35.6693370136922	-32.5842747463538
21.5	-44.5340701993816	-30.7211475196146	-43.992385761919	-30.9306027247373	-53.2393859847955	-63.3005765615101	-53.6902148528423	-26.9970042412708	-45.5361778485759	-27.0582286464628	-30.2753783632197	-43.3704533754583	-30.4937259775684	-33.5376537601654	-38.9708315427137	-35.0019388142406
22	-46.7016059002825	-28.8098112192144	-47.2256781037947	-28.8728116963709	-49.0624823819858	-63.7821875189817	-49.2115020095668	-27.4684437299076	-49.6291418258361	-27.4949310606876	-28.0286112482696	-47.0948548577912	-28.0827946545734	-36.9299348795779	-42.3689611510008	-38.3918770816474
22.5	-49.9247406678671	-28.1529584131965	-50.5812299400007	-28.1778585406538	-46.8857230050311	-62.0137220966422	-47.0211604257906	-28.2504005101034	-50.8743994310933	-28.2742003407803	-27.2835184684256	-51.5227720344492	-27.2999122213157	-37.4395209525847	-44.7267292820641	-38.3373228463809
23	-55.5119121440626	-29.1592269678622	-53.1818492394954	-29.1764608649027	-46.0179124672042	-60.7700094361686	-46.16580569631	-29.3955220897872	-49.3737711810594	-29.4393904066462	-28.3045420353063	-56.0319984992358	-28.3118771239688	-33.9438874012119	-45.2248825318422	-34.2799173358452
23.5	-65.2709530385916	-30.8955536385009	-54.4018299497405	-30.9149681758369	-46.5045931543506	-60.3630596827458	-46.6869935427878	-31.2355119052889	-45.1496022400021	-31.4155422445328	-30.0232384310826	-58.7356527044777	-30.0290841123937	-29.6963821542996	-42.7402173723331	-29.9173882404767
24	-54.7678099875781	-31.0770602721673	-54.9793851204128	-31.0947792013222	-48.3934001563207	-60.2975468843128	-48.6829798976349	-32.5224149931885	-41.1978071334302	-33.1555829592374	-30.3710282946317	-58.8346188994352	-30.3772189231705	-27.0984230506153	-39.6442114008133	-27.3470672743341
24.5	-49.142615307759	-30.5915078512588	-55.1826798792522	-30.6066233563728	-52.1839664947855	-60.6118377489406	-52.8572978987415	-31.4290052282884	-38.7853630932396	-32.3110814500751	-30.2546904021414	-56.9799872151044	-30.2639313516123	-25.391240296815	-37.5773411420093	-25.6620372168875
25	-45.7611311725708	-30.8709136967202	-53.9232915238247	-30.8924724688057	-60.3792621611922	-61.8484576848008	-65.8002175707947	-29.0643076609864	-38.3066297592423	-29.614846944745	-30.8143320468562	-53.5824471854555	-30.8373530018999	-23.9863314135431	-36.9843661724347	-24.2097418579053
25.5	-43.4206937235062	-31.9128651090637	-51.3665352855154	-31.9623977600816	-54.8244288175894	-63.4896165521707	-55.4592006043082	-27.533382302233	-39.5758399178964	-27.8135856985791	-31.9419780059078	-49.916109076734	-32.0117781853146	-23.7689365252749	-37.6536432079529	-23.9502149150942
26	-41.7064122420344	-33.732280276774	-48.9900966018171	-33.8636682199471	-47.8294167867608	-62.6717229260053	-47.9742184886256	-27.3911768089124	-40.3312157670931	-27.6176703793309	-33.6273299111203	-47.3813680913255	-33.8142662724809	-25.0951897080289	-38.1097211236254	-25.3177310609393
26.5	-40.4325913899119	-36.5276595658424	-47.611898054949	-36.8799120358127	-44.8313861010289	-59.8298628481493	-44.9709901913397	-27.6868833985622	-38.9172932538319	-28.0270084289036	-36.1476002894687	-46.3367154565427	-36.5846618571376	-27.0472418351126	-37.2801259053551	-27.4796950760865
27	-39.5048570973125	-38.3491441919327	-47.2249999177258	-38.9516716806564	-43.5776499527144	-57.5826064276612	-43.7538760295254	-27.2416337996165	-38.141069235784	-27.6098664700379	-38.6273101697004	-46.513051775444	-39.3985736579479	-28.4370075746157	-36.78842881806	-29.1232928387631
27.5	-38.8738080500275	-36.6142014431606	-47.3845500134458	-36.9940435852114	-42.9988022587526	-56.4692690026835	-43.1986464505175	-26.536010829113	-38.3499997677042	-26.831876601269	-37.1576039898964	-47.4137979170445	-37.5876238511836	-29.1584979590699	-37.1227036915627	-29.9146762305496
28	-38.5166352224457	-35.7558905879702	-47.5308503782707	-36.0545211867972	-43.3730136946489	-56.0402078642423	-43.6146090978373	-26.3923982890048	-38.2584610574254	-26.6846163225234	-34.7965230731416	-48.6006468679233	-34.9812697000068	-29.4171554142556	-37.1727853174017	-30.2141629567548
28.5	-38.4297670480761	-36.1413399351787	-47.3390213344145	-36.4841420885814	-45.2495734375522	-55.5668202063357	-45.6732877325819	-26.9032150391638	-38.3087435770043	-27.2293802658815	-34.0475585782285	-49.7584494062858	-34.1657515009436	-29.2253029800905	-37.0987538053721	-29.9989590455222
29	-38.6273268858262	-35.2501541238303	-47.0585014476985	-35.5464179051936	-48.7174435130122	-55.2858133021328	-49.798587909171	-27.3309404942972	-39.5844529646001	-27.5974358830568	-34.0293889586162	-50.6774975793277	-34.1243870092152	-27.8198115110829	-38.0530851488623	-28.2522239653953
29.5	-39.1444169339846	-33.4967478289084	-47.2735736362208	-33.6826846505392	-54.3571816851726	-56.098708168393	-59.1674280025964	-26.8291721202725	-41.7662770040518	-26.9707957634396	-33.3588627699911	-51.1621615942049	-33.4314868380036	-25.9155323837481	-40.187213444831	-26.081058383156
30	-40.0472733690711	-32.4369188607486	-48.4433310437025	-32.5472371018745	-54.2490649878763	-58.3387196136384	-56.3955744003989	-26.2608404849441	-43.1338034009343	-26.350995097729	-32.1466667981357	-51.5818352513942	-32.1964121329849	-25.1215138966394	-42.2605670615431	-25.2062579647204
30.5	-41.4578497942164	-32.4724435650935	-50.0374858631262	-32.5491995463674	-47.8707597828162	-61.2933568642227	-48.0728712649945	-26.7616358816757	-42.8298952977807	-26.8703745370495	-31.3942103426994	-52.1672446017705	-31.4307113337848	-25.9832395317815	-42.1936807029253	-26.0884331169825
31	-43.6174816759201	-33.9865693611256	-50.4261826637355	-34.0862933494708	-44.6029263593228	-63.9244331224605	-44.6539985801951	-28.2110462856044	-41.6689838756482	-28.411481379616	-31.8627258415212	-51.6789050276846	-31.9082709412647	-27.9305561906673	-40.4708620441379	-28.1795236761104
31.5	-47.0859536305126	-37.4510974942624	-50.2714481227025	-37.6840926679854	-42.9181462370025	-67.2889369536596	-42.9340500106393	-29.0041230160612	-40.5592474096543	-29.318834376995	-33.814374560868	-50.8540040305374	-33.901100789203	-29.471674106516	-39.0068675435919	-29.9841041354312
32	-53.517886293423	-40.6989996072777	-51.117694372208	-41.1124499552944	-41.7114472245527	-73.7336101746884	-41.7141743452861	-28.2799973348193	-40.0389203767606	-28.5797717140915	-35.3236651926872	-51.3904817995382	-35.4324404353993	-29.8190467547402	-38.4927586235174	-30.4524785083063
32.5	-56.739691212118	-41.6706971735774	-52.8510781382044	-42.0149233125716	-41.0519673375657	-79.967275190038	-41.0525248844627	-27.3328973380854	-40.0307544174232	-27.5727451741606	-35.5258820463962	-53.2425928325692	-35.5999811441192	-28.8992755844081	-38.6723908444829	-29.3828074364677
33	-48.2256191448775	-44.9861944019938	-55.0094502522645	-45.4411929946446	-41.2164564976154	-73.9203822488924	-41.2187873151244	-26.4343102262252	-40.449624000436	-26.6101079179887	-37.6284205993398	-56.0266100941637	-37.6916799148374	-26.7726837800372	-39.3525798995108	-27.0193266007049
33.5	-43.6113448702339	-38.062358165411	-57.3392397863194	-38.1139610212419	-41.7499881755429	-70.7522569330945	-41.7554562045316	-25.1139419341318	-42.0275279012208	-25.2032485002793	-35.1825724162545	-59.0182311209409	-35.2005660058076	-24.1549757196573	-41.2032039111521	-24.2415286853045
34	-40.6890499951608	-33.394080980911	-58.1379833492939	-33.4086732720098	-42.5300966578188	-67.0380892851438	-42.5455049759523	-23.8589804514984	-44.8778417425064	-23.8934647388766	-31.1653999390351	-57.968505563316	-31.1744766290617	-22.2107144149904	-44.4842085828298	-22.2365206451959
34.5	-38.6779185661317	-31.2986414344049	-56.0142093737713	-31.3133294021035	-43.7207710037244	-63.8561409796808	-43.7630729837542	-23.2519736851049	-45.8132022505864	-23.2761209674089	-29.4405790527409	-54.1413417252911	-29.4553172629379	-21.2226359462643	-46.3868629995796	-21.2358800826535
35	-37.2730889680865	-30.1085314878365	-53.089422536968	-30.130448967866	-44.0395666216932	-62.0130792063511	-44.1093768224985	-23.0494727960424	-45.7467560045364	-23.0728733151132	-28.9545644247718	-50.7882426675384	-28.983130066585	-20.861645025732	-46.2161066264747	-20.8743207207638
35.5	-36.3341649241136	-30.1183372307515	-51.0518770550602	-30.1535084726995	-42.6994089901051	-61.1493314641421	-42.7619138170321	-22.9332626307629	-47.3074230426352	-22.9491540468367	-30.3137164770976	-48.7632342445504	-30.3762271710645	-21.1042199886526	-45.0184198543444	-21.1218904361315
36	-35.7948854619079	-32.3013989175502	-49.4670394264763	-32.3856207226507	-40.4840700474273	-60.9340062287802	-40.5234029370488	-23.1400179017945	-47.785151926068	-23.1549464344234	-35.5542859323842	-47.413096951535	-35.8470091459662	-22.128481552475	-42.8449902079415	-22.1654627690837
36.5	-35.6316891519272	-38.145609864374	-47.7328103138618	-38.6515704888948	-38.0569880894468	-61.0334004285373	-38.0789282409984	-23.9026002072732	-46.0334664192824	-23.9292706687756	-44.4013754232483	-46.061037984202	-49.3824571644545	-23.6196058713101	-40.8216722766343	-23.7031174237934
37	-35.8538081430491	-45.1612426444181	-46.5431048205238	-50.8070646251508	-35.7474547886179	-61.4439795249721	-35.7591691177616	-25.1455359749191	-44.0399928157567	-25.2019198304851	-35.4137696905558	-45.2620864789397	-35.8885300192357	-24.6892437770658	-39.2249521170472	-24.8448294260149
37.5	-36.5057655865988	-36.2139925880563	-46.2941865045835	-36.6627477831883	-33.7852765110803	-62.5284401177955	-33.7910809218447	-27.1387351303023	-42.9712994490446	-27.2536190950717	-33.3797099119411	-45.4078717505408	-33.6608677404165	-25.2771497877714	-38.5295880584977	-25.487536027401
38	-37.6843338868062	-33.1198988915853	-46.538572303649	-33.3221973771149	-32.3257315626841	-63.7457047427748	-32.3288644417289	-30.8274220999736	-42.7659049753531	-31.1146442891468	-36.7106028052927	-46.0317249568492	-37.2506009626378	-26.5884961578938	-38.500108664138	-26.8775615957589
38.5	-39.5865648017417	-33.5900659212376	-46.4686720633836	-33.8198729904034	-31.2158849845876	-64.6931110160793	-31.2178355442218	-37.0217435586176	-42.3222899366412	-38.5403686222562	-41.2057835275056	-46.258670892014	-42.832425930233	-29.6131331515693	-38.1679613176615	-30.2655319671456
39	-42.653528977383	-37.4401468698364	-46.1044017348946	-38.0750654928091	-30.2794475479303	-66.7245163399346	-30.2804322994705	-41.4313426744494	-41.5808604273799	-56.1368025694382	-33.174052679284	-46.168463218018	-33.397654524087	-34.4373098104904	-37.5359711164088	-37.3610104235579
39.5	-48.0839198665869	-43.5248959820908	-46.2346327485565	-46.858117200939	-29.5311464110721	-69.3390164466273	-29.5316003736	-38.9975413117303	-40.8511325321563	-43.5891268641609	-30.613292904104	-46.5860281214413	-30.7244810104932	-37.0074112145532	-37.1212875154805	-52.8777345501248
40	-54.5341053762078	-40.9121486394196	-46.979715941751	-42.1459924095401	-28.979812619825	-70.2140776486466	-28.9801394891392	-34.2736757879183	-40.2453104110179	-35.5395083723489	-30.7710628109467	-47.5160529631036	-30.8639425543229	-33.4394482761363	-37.0115009487922	-35.9524054315757
40.5	-46.3884282239961	-38.4221774848856	-47.6610743471337	-38.9731799026272	-28.5826186380164	-73.2489298057516	-28.5827669446612	-30.9961364581194	-39.3834895445966	-31.6763001296178	-31.5759077579162	-48.073608368852	-31.6742916864338	-30.6502306619868	-36.6916606248089	-31.8926968207941
41	-41.4269646855933	-38.6565264887105	-48.2416632563825	-39.162742168733	-28.3172197998049	-84.5540330334535	-28.3172301298806	-29.0714338884765	-37.4508559172477	-29.7529436561326	-30.8519638101504	-48.1952780645227	-30.9327779447756	-29.3419230668346	-35.4581066508235	-30.5599110497319
41.5	-38.4866817537827	-42.6605708584226	-48.9211450414096	-43.8328256860383	-28.181385009332	-70.6604268935856	-28.1816304194099	-27.9912539518565	-35.4576159883009	-28.8489367841166	-28.7219935842076	-48.2379160769623	-28.7708173149156	-28.5568187635747	-33.9258276652353	-30.0471022318861
42	-36.6267031051568	-45.0370237077756	-48.9112495929052	-47.3270695496517	-28.162722896424	-65.1153749253021	-28.1635990150505	-27.4530210194196	-34.5093784833022	-28.4056154339346	-27.4022379475969	-47.6638980775372	-27.4433217725542	-26.8708764167312	-33.0635527717862	-28.0643874447868
42.5	-35.5000986914822	-36.0878227059908	-48.6633476035001	-36.3347210960788	-28.2089754524801	-61.9990386386626	-28.2107904195003	-26.388214913721	-34.5900572463432	-27.1006316030139	-28.412354633314	-46.9792774866432	-28.4731863484454	-24.0084921980165	-33.1028274446547	-24.5794246387286
43	-34.9660815072354	-32.4265287835942	-49.0599724664133	-32.5218517111198	-28.3183790697685	-59.6522918362542	-28.3215746726567	-25.129012787802	-35.0231817024508	-25.598507491364	-33.2545765088619	-46.9468255653874	-33.4442508602717	-22.1067852318599	-33.6328482303798	-22.4236885831047
43.5	-34.9838408636955	-32.0017252847217	-49.6285761982096	-32.0773871108447	-28.5460663471984	-58.1075607772569	-28.5508733590925	-24.8339615685603	-34.9555122871557	-25.2782384661618	-36.6510136819919	-47.2233069705367	-37.0494169324769	-22.1075289659087	-33.8260983700805	-22.4102015693402
44	-35.5873236234213	-34.0999573106311	-49.4680863416866	-34.2280009054249	-28.8612223627493	-57.5166693140694	-28.867145280863	-24.886845408522	-34.2297710329768	-25.423964977142	-30.8414415439044	-47.3160402753062	-30.9403562319392	-23.3460424426679	-33.3504633084379	-23.8031264186409
44.5	-36.9048483512507	-38.5646610890191	-48.7749260739809	-38.9994894313613	-29.223472372637	-57.2984181638957	-29.2302429891956	-24.2633464050525	-33.2848386962558	-24.8446114797396	-28.6131440167367	-47.4756754776698	-28.6699466147234	-24.088503936327	-32.6126079029738	-24.7459033823844
45	-39.255597677326	-44.3433336168024	-47.9339420336842	-46.8418058249147	-29.6431657933752	-56.8624623154342	-29.6514122412132	-23.8878285219974	-32.3418745561567	-24.5567856896232	-28.4797252431764	-47.8388387830947	-28.5303545478845	-24.3338555302878	-31.822601872559	-25.1866662944535
45.5	-43.5542186645865	-40.5030920112534	-46.9583655294676	-41.6167464335273	-30.0607955670281	-56.3190426570715	-30.0710869578288	-24.2609421287874	-31.6173488819177	-25.1430073409447	-30.1959167613515	-48.1861358682535	-30.2654567734161	-24.5102887948111	-31.1398773189805	-25.5742838781106
46	-54.7232622361124	-37.8020843772792	-46.0633170509341	-38.5039988274113	-30.4866033728591	-55.7625021853858	-30.4995107987891	-24.6174381757583	-31.3835256782032	-25.6442879144173	-33.5203714824749	-48.4304311104857	-33.6628945008288	-24.0352773316253	-30.8277887659637	-25.0551060207273
