Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRefInterpolation	ThetaRefInterpolation	PhiRefInterpolation	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined	TotalRadomeCombinedInterpolation	ThetaRadomeCombinedInterpolation	PhiRadomeCombinedInterpolation
43.5	-34.9838408636955	-32.0017252334424	-49.62857632427	-32.0773870564488	-28.5460663471984	-58.1075607772569	-28.5508733590925	-32.647400261849	-44.9856035614488	-32.9085911834253	-36.6510137518095	-47.2233070571827	-37.0494170006777	-30.4793278374203	-46.3089466133837	-30.594290787901
44	-35.5873236234213	-34.0999572753873	-49.468086292908	-34.228000870586	-28.8612223627493	-57.5166693140694	-28.867145280863	-33.0272775119507	-45.2225742266738	-33.2974834515293	-30.8414415334094	-47.3160402201076	-30.9403562224741	-28.9574304454665	-47.2081903580619	-29.0228906289231
44.5	-36.9048483512507	-38.564661166194	-48.7749261150865	-38.9994895123345	-29.223472372637	-57.2984181638957	-29.2302429891956	-31.4128192772524	-44.6865041906107	-31.6221536261821	-28.6131440272633	-47.4756755387032	-28.669946624585	-28.6142260181007	-47.8992740073439	-28.6657313552195
45	-39.255597677326	-44.3433336646775	-47.9339420458932	-46.8418059005258	-29.6431657933752	-56.8624623154341	-29.6514122412132	-29.8818296778147	-44.1002337112179	-30.0494387056808	-28.4797252518176	-47.8388388132947	-28.5303545562729	-29.0861581515295	-47.4539022554439	-29.1498657725721
45.5	-43.5542186645865	-40.5030919737002	-46.9583655573402	-41.6167463768497	-30.0607955670281	-56.3190426570715	-30.0710869578288	-29.9945686915652	-45.4581472320382	-30.119788315466	-30.1959167631525	-48.1861359185163	-30.2654567744349	-31.3832801841542	-47.0659433747148	-31.5022544754702
46	-54.7232622361124	-37.8020844306554	-46.0633170668398	-38.5039988873603	-30.4866033728591	-55.7625021853858	-30.4995107987891	-30.9802629378516	-51.9221997873898	-31.0153659670737	-33.5203714562954	-48.4304310933409	-33.6628944743479	-34.9233826714016	-46.1481828210765	-35.263965016239
46.5	-49.0230439204125	-39.1800053807896	-45.4083733815008	-40.3622883377111	-31.040831452557	-55.404986001264	-31.0567595909316	-31.4919015576763	-56.6039625229806	-31.5053059849804	-34.4466459011929	-48.3740438529066	-34.6261138978618	-34.8275161653975	-44.3844845568135	-35.3372268972885
47	-41.2494953170644	-39.991924124939	-44.8463025310973	-41.7118434844052	-31.6756570268889	-55.6829888113412	-31.6929518285552	-32.6224724263424	-46.3215987266496	-32.8118400184128	-33.9177144702664	-47.7449443551124	-34.1014597517835	-34.3022393709644	-43.8524833538162	-34.8127882234179
47.5	-37.4702972504869	-35.3130802532393	-44.3253497002325	-35.8956677481865	-32.2802445767192	-56.7131754974587	-32.2959220061623	-33.8342121270252	-43.8358308620571	-34.291607210422	-36.1854359346847	-46.6930204733877	-36.590107153899	-36.0243066339947	-45.6084887711306	-36.5306403452238
48	-35.2373518015371	-32.126184975178	-44.0017393047853	-32.4177431579785	-32.9594961628303	-58.1479718190046	-32.9726664454153	-32.2644874934661	-44.24949284593	-32.548547007598	-42.1046507416619	-45.6806699249904	-44.6145022974035	-38.2556124364109	-50.0672964958109	-38.5516407481817
48.5	-33.9435591553975	-30.7330437093553	-43.9351085688998	-30.9459455573931	-33.8249774757557	-59.0289817182084	-33.8381006798176	-31.1769798068916	-46.5121508680845	-31.3060134362338	-39.0307324049084	-44.9819695169143	-40.303489090558	-38.3218718466763	-53.6388286105602	-38.4514559505552
49	-33.3755088588461	-30.6779150443976	-43.7414495649247	-30.8978951667595	-34.7527974529283	-58.7996953345339	-34.7699350971879	-32.3574845734068	-50.9683205188808	-32.417700033777	-33.8285316497517	-44.3380501888074	-34.233014044146	-38.0037931333301	-48.6580284825719	-38.3944045879055
49.5	-33.477654890282	-31.9285945660398	-43.1808583787391	-32.2669440967247	-35.558723303269	-58.6737487780498	-35.5799725624432	-35.7378941718821	-55.9316815169842	-35.7796282292432	-31.5694133195434	-43.4708141938449	-31.8591824554015	-38.5913548279118	-44.3478537744918	-39.93246957577
50	-34.3066949456703	-34.943292175942	-42.5882271850314	-35.7629432174019	-36.2905535648461	-59.2620950563302	-36.3125183996352	-40.4666404870538	-48.3032285345132	-41.2475211591195	-31.4028872009651	-42.5475095525532	-31.7500761408876	-39.1738282858834	-42.5439369851993	-41.8518619793426
50.5	-36.0738065523291	-40.5724378876646	-42.5526527349065	-44.935709373521	-37.0697361727315	-59.7773877382547	-37.0930807417415	-40.3617411457729	-44.4698562320453	-42.4964902916927	-33.5754892304408	-42.1708607287545	-34.2213518650881	-38.3401940491084	-43.7221626961005	-39.8251831831946
51	-39.3677399607461	-40.4190804579221	-42.8287105098361	-44.1266706892113	-37.8191281102903	-59.9575478155165	-37.8457520829939	-36.92671257339	-44.1118258308685	-37.8483030064012	-39.062720303133	-42.2171667349022	-41.9335048455921	-36.3447361826427	-48.8570697054151	-36.5953597315844
51.5	-46.4791246187594	-36.9317483577495	-42.7588272359654	-38.2476076497726	-38.5262537535121	-60.4584093493577	-38.5541768875058	-35.7780436412234	-46.9600345206918	-36.1221370101153	-40.9471520137984	-42.0640010528217	-47.3915142626995	-35.0764755340251	-50.6233875712566	-35.1992813483512
52	-52.9253140412304	-37.2360767586278	-42.3099788545435	-38.8532049403229	-39.3655486998502	-61.2163416416552	-39.3940016227181	-37.3941655910219	-50.3812797710787	-37.6181532777953	-37.5336705343053	-41.5794764845805	-39.7084449292138	-35.8231767720709	-45.5710687633987	-36.3096888817336
52.5	-40.9861629378272	-40.5957028068177	-41.9428805362249	-46.335487554164	-40.3031895608713	-61.9198886790325	-40.3332237036618	-41.5431421734811	-46.0466612500407	-43.4443546488663	-38.1671682022262	-41.1868520007481	-41.1681045490319	-39.4739414002842	-44.8460440770303	-40.9629589720392
53	-36.3309285279057	-38.4456273482489	-41.759434089644	-41.1722526700142	-41.1428815706689	-62.6421036144597	-41.1737421605228	-43.0683351311021	-43.3746056898769	-54.7373611090647	-40.8770636498962	-41.0179098213645	-55.8376890625502	-39.459034728622	-48.350825084609	-40.0591957835974
53.5	-33.7453010343732	-33.0829211873156	-41.7582009948833	-33.7161067849017	-41.8991908447543	-63.5781929141384	-41.9287957386006	-41.8820022697142	-43.6044165509339	-46.7312506262444	-36.122026748771	-41.0857903741172	-37.7897733609382	-33.7241109808427	-55.5926112087799	-33.7524477515929
54	-32.3033035944562	-30.1581289234257	-41.9047418297845	-30.4587843671405	-42.7437003478609	-64.9206108530951	-42.7700886841185	-43.2673469524205	-46.38031262173	-46.177352235629	-31.4496079759365	-41.3805442584827	-31.9149248651155	-31.1538816075946	-48.9802453628582	-31.2261177820607
54.5	-31.7141516871236	-29.2604318927561	-42.2165276191957	-29.4860675208134	-43.8416580232986	-65.1773993239181	-43.8737068131431	-42.0747921642757	-50.072373843607	-42.8246514535427	-29.389466219597	-41.9033595965309	-29.6399971217487	-31.3966375379994	-46.3782421412681	-31.5367939021826
55	-31.9107100933412	-30.0291129414386	-42.7592523943798	-30.2671349484268	-45.1011760812665	-63.4328742901554	-45.165418614446	-38.2605544314281	-51.2873329232482	-38.4824528167872	-29.3269356219269	-42.6486892607941	-29.5339099908311	-34.2506471469777	-46.22333193074	-34.5355407148743
55.5	-32.9833170116041	-32.2826926454294	-43.4280282875117	-32.6298222266407	-46.1097419466841	-62.0271595274834	-46.2223739956359	-36.624556098102	-52.451100235443	-36.7396015547403	-30.898652738003	-43.4796327122253	-31.1452322317463	-39.1823155995117	-43.6728285630813	-41.0906882771734
56	-35.2664577123148	-36.2748949031737	-43.8724350972275	-37.1044558551536	-46.8945414979713	-61.3078844012009	-47.0546561807519	-36.8274770758824	-49.6485718607098	-37.0604312396393	-34.2331729504301	-44.094859749837	-34.7063914696801	-40.3015880781458	-40.4802575190683	-54.2479568610417
56.5	-39.8487791768586	-41.8541669028155	-44.0573014721401	-45.8566986271785	-47.7236521421395	-60.6821876369846	-47.9491577011053	-37.8057672987737	-45.8269050328135	-38.5512013996261	-39.2795148660355	-44.4958846601648	-40.8338672079014	-37.118413675275	-39.0136696037852	-41.6327986659426
57	-55.0043931879655	-40.7038809559011	-44.4093272482628	-43.1151017621981	-48.3030996381931	-60.3449320247875	-48.5833447068022	-38.9823743654073	-44.0950235161075	-40.5821342719836	-38.7247025722866	-45.0787467054541	-39.8683981881171	-34.9236836445165	-38.927399858464	-37.1260356979224
57.5	-42.8241661951408	-37.7794536691677	-45.0699974110664	-38.6764899595573	-48.6282207625073	-60.5290318982004	-48.9180305921338	-40.7468582026764	-43.1514439798882	-44.4612590668761	-35.9013176053668	-45.9661329392034	-36.351750157328	-34.436250517592	-39.2183184587927	-36.1917455693077
58	-35.9226162505751	-36.8930585834007	-45.7516912420189	-37.4981550925332	-49.1002287522494	-60.9531804607682	-49.393360803763	-42.1092958112323	-42.1868594937312	-59.6292788469128	-35.700308689229	-46.8442661053033	-36.0475529733627	-35.2293879705946	-39.5485904868532	-37.235266270527
58.5	-32.5247519146213	-36.0234124377629	-46.204969908822	-36.4612749492356	-49.6030660871833	-61.6735724635292	-49.8814065668864	-40.8617761555104	-42.0308284287915	-47.1327019044934	-36.6562464912819	-47.3961411156457	-37.0388828251634	-34.9110814943771	-40.7143255359321	-36.2354073225368
59	-30.6448603400603	-33.978199125261	-46.5302045136782	-34.2264772993203	-49.9747356656278	-63.2176182952148	-50.1855967550365	-39.52030254703	-43.6907993587824	-41.615909347167	-35.4531276567692	-47.6970473994575	-35.7202308312855	-32.7980263699681	-43.716343638996	-33.1645921893983
59.5	-29.7797428514213	-31.8356325387625	-47.0381282611832	-31.9687308853224	-50.342266102198	-65.5418424819877	-50.4754553345196	-40.0672699400318	-48.4310489062902	-40.7514431672579	-32.6022588694596	-48.1113722141932	-32.7261536437351	-31.0628115957918	-49.1132631384352	-31.1313862105013
60	-29.7919551709487	-30.5785544654639	-47.8952239502806	-30.659870618884	-50.6092721367902	-67.5110413015764	-50.6988245558156	-43.1277452159967	-68.0736955357731	-43.1416731111223	-30.6089376910925	-48.8064905852245	-30.6752109721349	-30.2260738011328	-48.7061901076214	-30.2881424680431
60.5	-30.7443780009872	-30.7473090331069	-49.1801359930867	-30.8100621778452	-50.7529547130227	-68.5627325599061	-50.8254696086863	-47.2732169648931	-51.376537613098	-49.4110125546508	-30.2500514984106	-49.7887200758504	-30.2986187528753	-30.2666152641766	-44.3019127955158	-30.4415894143204
61	-32.9661626996778	-32.9992986495204	-50.9481144759041	-33.0695102021146	-51.0097743240435	-68.9774900448137	-51.0796785225948	-45.2996838654681	-46.9264216925621	-50.3523612061777	-32.0379124548634	-51.0530065299314	-32.0927418543739	-31.6095809675827	-42.6872920007132	-31.9623853870734
61.5	-37.580749312084	-39.3774646494392	-52.6832946676353	-39.5852177704917	-51.4048172929312	-68.3720768126421	-51.4930157153839	-43.588077476804	-46.8134672754537	-46.3934393847271	-37.4730440760721	-52.1301085317583	-37.624266801929	-35.5295589594384	-43.2790451687999	-36.3278051173378
62	-53.6185168045406	-42.8495762566618	-53.7678793684902	-43.2161433229098	-51.7767322401799	-67.1516160880285	-51.9045738787525	-44.3398662494258	-48.2860478756746	-46.5806413878948	-41.710991037759	-52.5247665243331	-42.0868855046078	-42.0538954548114	-44.6053146571749	-45.5773534991145
62.5	-39.9613099803294	-33.8218263888084	-54.3602188787448	-33.8603627278726	-52.0255064489622	-65.5544858596814	-52.2226145627074	-45.6350767894527	-47.1011023738864	-51.063916797763	-33.3626497233594	-52.3775176136252	-33.4174819966161	-34.5794319925122	-43.984136660867	-35.1084834509819
63	-33.2690963594306	-30.3020855009342	-55.3891268211982	-30.3155674941589	-52.2301045995084	-63.6652044105876	-52.5539718736291	-45.4690538655118	-45.4903839633747	-68.5676291823321	-29.7741434225977	-52.5574853857829	-29.7970835918901	-30.1812470174119	-43.1038723388477	-30.4086748152833
63.5	-29.9785958769576	-29.0729832849268	-57.0929447542448	-29.0798402346756	-52.7054617418421	-62.0623093814456	-53.2407518033463	-46.0421279133114	-46.5032194012501	-56.0106061545696	-28.5502411466422	-53.415280756968	-28.5644313842963	-28.5807105178639	-44.2648796659321	-28.6996429908733
64	-28.2192516804671	-29.294494746187	-58.8800157346526	-29.2992752229815	-53.6198480666997	-61.0977508969579	-54.4750151630043	-49.0627756457188	-51.8596979210897	-52.2974811139868	-28.8513865855426	-54.5210076866478	-28.8631738066158	-28.665020387056	-48.6606014124966	-28.7087131001332
64.5	-27.5216161798378	-30.74961511768	-59.5197339964035	-30.755383590028	-54.5925193246991	-60.7243060699641	-55.8054681130104	-51.0969216854513	-61.2332658978376	-51.539608117083	-30.4840135786737	-55.1452422485976	-30.4988867949392	-30.0273636786476	-57.5124370932763	-30.0351201597043
65	-27.7873066103873	-33.7463228747104	-59.0353657634634	-33.7591912370697	-55.1714027349453	-60.688517284695	-56.6024821725083	-47.7096253975686	-49.9604432520951	-51.640976787525	-33.8694168851853	-55.7417165460816	-33.8977287953566	-32.8541017624222	-51.4867252130256	-32.9140138047773
65.5	-29.1619581780052	-38.8651926603283	-58.5504913413437	-38.9121387727398	-55.4965955756786	-60.6492449742058	-57.0786588694321	-45.659402826187	-46.2272181539437	-54.7759896495214	-39.9534663158869	-57.236590364981	-40.0354189837768	-37.9992491726915	-47.4274385436169	-38.5252674777908
66	-32.2265413025278	-39.6733266960679	-58.6777404653771	-39.72829195762	-55.6372990860431	-60.4101901293175	-57.3973726717678	-44.9332888874164	-45.0383129481297	-61.1506501468278	-39.4941188876462	-59.7452980704642	-39.5353024532178	-39.1080223563007	-45.9753124746357	-40.1082717687743
66.5	-39.5081292667184	-35.5402232716712	-59.0512927632082	-35.5596163456882	-55.570922318663	-60.1596394256702	-57.4260413407434	-44.2980588795377	-45.8181908944805	-49.5950074651392	-34.8932351201112	-61.5327385312186	-34.9026606366711	-34.0971876181979	-46.2654514306926	-34.3691346548853
67	-45.1412184109582	-33.8696129054989	-58.0858927463352	-33.8860937746021	-55.7190827536694	-60.2282346672086	-57.6172045040511	-43.5651406513658	-49.4780863185316	-44.851014060439	-33.4292633868348	-60.6820856214619	-33.4374463608539	-31.846169585481	-48.766135474229	-31.9353436986204
67.5	-33.0845140157085	-34.038146278219	-55.4835326523178	-34.0693931886619	-56.3074363454729	-60.6705853377275	-58.2877219575346	-43.4335135836881	-60.0503369740047	-43.5292060638836	-34.0309836934307	-58.5375560983937	-34.0463970601435	-31.6088629313322	-56.0872446657801	-31.6243768533125
68	-28.5303972162317	-34.3629959827154	-53.0584774262152	-34.4220412489855	-56.9190407716309	-61.14115075752	-58.982944063409	-43.9877220100399	-50.4830955363137	-45.089724542531	-34.8722626059945	-56.4161386531965	-34.9028064013514	-32.1962857843771	-61.0619882716224	-32.201928604066
68.5	-26.1115322789692	-32.309504264466	-51.4184957140294	-32.3631536651641	-57.2139163323131	-61.2793788437401	-59.3759619895373	-43.8337268201486	-44.6809560363312	-51.3482908638023	-32.60435841979	-54.6743131174745	-32.6314067560229	-31.5092444561965	-50.0048961531018	-31.5710899048516
69	-24.9485361672192	-29.1899413643889	-50.4066639376884	-29.2228839849362	-57.4806271799322	-61.2899112655558	-59.8163438609467	-42.0319717232081	-42.092496150661	-60.6207350067393	-29.1561184795668	-53.3220596470321	-29.1727918575906	-29.282780165842	-46.2217342373266	-29.3715612401049
69.5	-24.8113955036272	-26.8295664071759	-49.7325461058882	-26.8518816504544	-57.8284541695127	-61.6650264470598	-60.1448383806042	-40.3628238568206	-41.2703461017251	-47.6079565021535	-26.6848932761169	-52.1792486628211	-26.6971666028089	-27.2390022479983	-44.7629066648407	-27.3164952991423
70	-25.7556217338771	-25.5349564918244	-49.2365139639426	-25.553515560853	-58.0575919738783	-62.6512056951347	-59.9101038766064	-40.0205451930252	-42.0882805979724	-44.2363636993257	-25.3777307561964	-51.1413903032902	-25.3892651546212	-26.053815894022	-44.8662636519053	-26.111281720689
70.5	-28.1938303418075	-25.3702135291846	-48.9658355552892	-25.3892318723205	-58.3958173598849	-64.1141090616471	-59.7508384911104	-41.268951939877	-45.1786863815616	-43.5345118899553	-25.240940052064	-50.3336476405431	-25.2544044394373	-25.9001787018725	-46.2815850705802	-25.940140057273
71	-33.7417504971833	-26.5593746783482	-48.9885744058758	-26.5842694692862	-59.2512650553456	-65.4256678404599	-60.4505718464527	-43.7924518202917	-53.6965900064005	-44.2608098371053	-26.4841605763971	-49.9195548722637	-26.5038953089282	-27.030825262759	-48.2405643931612	-27.0638210994587
71.5	-54.4898846574599	-29.9629774877272	-49.001561053937	-30.0175092698401	-60.2664080770925	-65.7626081800073	-61.7056777892507	-45.1424467147857	-56.2614669891062	-45.4917732203953	-29.9822698637148	-49.6694579142234	-30.0291954462585	-30.3669802077646	-49.3315487782943	-30.4224553287076
72	-31.7125369410166	-38.4994815769224	-48.4228294269044	-38.9656575044818	-60.1340592423221	-65.3764447928807	-61.6772640944693	-43.6615549249403	-47.2874786298341	-46.1327611881214	-38.6321849980985	-49.0088382372059	-39.0498568661901	-40.6707427823344	-50.0327995592715	-41.2053500093056
72.5	-26.2097730531317	-31.9549321553415	-47.27372552662	-32.0844606451792	-58.7457292123624	-65.3516722607457	-59.8163114955404	-42.2911751255582	-44.7288320409543	-45.9612599993864	-31.6944605752619	-47.8267153241859	-31.8015888821525	-33.2898959981447	-52.1423161771245	-33.3468318702013
73	-23.3756341934116	-25.2778849114154	-46.1394076770831	-25.3136466723638	-57.2949344652596	-66.5360749877841	-57.845633465725	-41.9962482273278	-44.3506787900445	-45.7793939917419	-25.1591055964995	-46.5980253328516	-25.1903992363522	-25.7627560805024	-57.6621116886835	-25.7655614431555
73.5	-21.9554570291064	-21.8987070886195	-45.3266511295952	-21.91847578207	-56.3349521376916	-69.7286447444131	-56.5384453767389	-42.6002379732942	-45.3082743529093	-45.935422911347	-21.8507274863252	-45.6049271108552	-21.8690624804878	-22.1096574668805	-65.4683928551357	-22.1098578775288
74	-21.6333565576456	-20.2101434074974	-44.7575748143219	-20.2254121891994	-55.9247475455192	-75.3898542710295	-55.9741491869757	-43.8434190863064	-47.779771422466	-46.0908439776537	-20.2127029579098	-44.779093205332	-20.2279051134825	-20.2461616608105	-52.6709587882731	-20.2486472472561
74.5	-22.4370942939529	-19.7361144645105	-44.2250573907018	-19.7515906382857	-55.9268596300579	-73.1829502109653	-56.0093289079765	-45.2022071117639	-53.6168733646296	-45.8777569971594	-19.7824081302831	-43.9824918385507	-19.7989506936193	-19.6347164321179	-46.7677323712644	-19.6431285093893
75	-24.7768278812674	-20.3650458675026	-43.5997500069084	-20.3857161781226	-56.0314136939609	-68.7596066133042	-56.2695453873975	-45.3911390199747	-69.2831189684266	-45.4089002924744	-20.4562412740675	-43.188386482807	-20.4794542018271	-20.1311708306782	-43.2415216969808	-20.1524430303334
75.5	-30.3251505368927	-22.2367576418067	-42.8762014760267	-22.2744038185632	-55.9330843646603	-67.0971914217	-56.2786556129258	-44.0198988205342	-51.2432147956178	-44.9325070260312	-22.3854482528228	-42.4319028668265	-22.4286295940976	-21.8083431459474	-41.1011599863744	-21.8597558833783
76	-48.486784265042	-25.6868012748709	-42.0988274162894	-25.787168143805	-55.6249185851178	-67.4085343935656	-55.9229336929047	-42.4547461411133	-46.4703610582128	-44.6492571070026	-25.9301436380713	-41.7078527956166	-26.0465076280212	-24.8163455700277	-39.8507608130979	-24.9547806496166
76.5	-27.6597856968733	-28.5302681715554	-41.3179833717497	-28.7650691752304	-55.2259588075392	-68.7991149210284	-55.4210266064556	-41.4695734749357	-44.109716447309	-44.8845440519773	-28.7851551168098	-40.9808293042601	-29.0553368262209	-27.2953629911004	-39.1380333845175	-27.5892138570844
77	-22.1558962418288	-24.420408203378	-40.5987636897939	-24.5263914325191	-54.6095280738056	-68.5762431277356	-54.7873450913479	-41.1730645650563	-42.8824808140327	-46.0491386595276	-24.5116154843539	-40.2605399686417	-24.6287638173173	-24.1508026664076	-38.8077982055153	-24.3020278342501
77.5	-19.2708520806856	-20.1653371163947	-40.0206661520966	-20.2104713596746	-53.5741679219267	-65.8465136452273	-53.8394741984364	-41.5804690717348	-42.5596750344501	-48.5299793137555	-20.2522789698069	-39.6264471669025	-20.3027320521115	-20.1546903103378	-38.8682939617339	-20.213488034367
78	-17.7978178092488	-17.422555071669	-39.6431661621754	-17.4486784123713	-52.2839766417747	-63.2901530526541	-52.642889252721	-42.7712000548877	-43.2440533116425	-52.6360610147095	-17.5262960445582	-39.1682559683652	-17.556155400186	-17.4267499714203	-39.1871688250006	-17.4558031917149
78.5	-17.4409665370793	-15.8073609118931	-39.450423450917	-15.8261721890319	-51.1262628236609	-61.6371254800842	-51.5306140404146	-44.6000364295362	-44.8071570854537	-57.9187941734439	-15.9270571721937	-38.8990875883878	-15.9490195280786	-15.7881165212256	-39.199002403146	-15.8079631926076
79	-18.2594845355218	-15.1224719767524	-39.3023548239474	-15.1390918134963	-50.3432218550898	-60.6525695644414	-50.7677464721798	-45.6932754765091	-45.8177518142703	-61.1823400810712	-15.2566601527611	-38.6967943584633	-15.2763733095337	-15.0837550975695	-38.4474015021355	-15.1038193275015
79.5	-20.7587593797813	-15.360538182791	-38.9655953729762	-15.3795151626109	-49.9713554988813	-59.9390186950869	-50.4325382904951	-44.6646675245109	-44.7499317275158	-61.7774056211879	-15.5106241771293	-38.3361535617243	-15.533342003135	-15.3112405694408	-37.4134365814027	-15.3380882271034
80	-27.1787474567419	-16.7124470554538	-38.302051771924	-16.7426698139803	-49.9015592834231	-59.1540606399625	-50.4507246508326	-43.3699464849966	-43.472226276948	-59.7009307695052	-16.8867020326318	-37.6749622513898	-16.9230747422675	-16.6486146860147	-36.7212075357993	-16.691535634072
80.5	-34.913675954795	-19.7446516350102	-37.4321579440387	-19.8192550159593	-49.9173758902345	-58.2165371172304	-50.6126710961567	-43.2274505952174	-43.4446723279224	-56.3444191475416	-19.974499314992	-36.8203499179896	-20.0652244473989	-19.6239526563213	-36.4115786321152	-19.7159153608865
81	-21.1337265997555	-25.5799926568214	-36.619610384372	-25.9360361885897	-49.7548337660066	-57.3094740008562	-50.593478356048	-44.3781845953104	-44.8721744909904	-54.0635010400561	-26.0033397128946	-36.0266456501311	-26.4583327733665	-25.2294507966315	-36.082624693167	-25.6018008455184
81.5	-16.0313424205857	-23.982902429051	-36.0864745012476	-24.2590631930618	-49.2436175425131	-56.6706570810947	-50.1099335861533	-46.1513969948325	-47.1820219358811	-52.9033601346317	-24.1406182734482	-35.5148807698765	-24.4692315666335	-23.993984912895	-35.4994367421114	-24.3124524769573
82	-13.1808974250307	-17.4850665094289	-35.9746192012135	-17.5469994942933	-48.4214696240912	-56.4520689480255	-49.1651342994153	-47.2077913165252	-48.7126626087034	-52.5413710297985	-17.5677133579029	-35.429941111851	-17.6393505362123	-17.5914136815567	-35.0443989614805	-17.670194203712
82.5	-11.6365578068124	-13.7125485002013	-36.3827934760917	-13.7360955571746	-47.4655564116668	-56.6712601222348	-48.0210685042043	-47.9078747009107	-49.6038417798964	-52.8119665957381	-13.8018874379673	-35.8728495669894	-13.8289294809626	-13.8000109993851	-35.2924431565982	-13.8309200475571
83	-11.1740394338172	-11.5455364135146	-37.3814134808777	-11.5568803471673	-46.5516369024419	-57.1119807089153	-46.9511899340576	-50.1209818556471	-52.796981778705	-53.4934768845538	-11.6468565001641	-36.906347777952	-11.6598128551996	-11.6122033772104	-36.5998005606185	-11.6259981371889
83.5	-11.9129531491148	-10.5426881066609	-38.9044421134503	-10.5490257201988	-45.795658192058	-57.1766270754233	-46.1237447867507	-53.7046218878655	-67.808923315806	-53.876782485882	-10.6592135947296	-38.4112114634802	-10.6665073159449	-10.5956549788867	-38.7662028471232	-10.6022780685853
84	-14.5215473255459	-10.6374747637563	-40.2389227281754	-10.6422377315125	-45.2605607735759	-56.2520250714491	-45.6207432215179	-50.7110578105281	-54.7331471007282	-52.9013171895905	-10.7766151547939	-39.5121554310398	-10.7824297700308	-10.6870883273442	-39.6103271905105	-10.692656834994
84.5	-22.4718224782221	-12.0380427605654	-39.7159093527338	-12.0454621568647	-44.9748871376232	-54.5747480604792	-45.4792859996061	-46.5622974641809	-48.8249998470762	-50.4762079547203	-12.2173081835097	-38.6133464517982	-12.2272778095992	-12.1028923074226	-37.485966542081	-12.1154846448483
85	-21.478795098892	-15.1498908227947	-37.4689926683635	-15.1754266713228	-44.9467957436324	-52.8195529138296	-45.720587080327	-44.2991602153592	-47.0314314455365	-47.6065126893797	-15.3969743550844	-36.2603898064076	-15.4327204699013	-15.2950561307466	-35.0214727797383	-15.3415574891476
85.5	-10.8392957506307	-16.7197285447374	-35.147464400752	-16.7825558312324	-45.1737252918302	-51.3612871747232	-46.3688552234446	-43.0408788050551	-47.2519002318336	-45.1115421007692	-16.7967135471917	-33.9847259078132	-16.880498414005	-17.0086288250818	-33.2224751740369	-17.1137389575399
86	-5.58845340124476	-11.1002278913427	-33.3800354116823	-11.1259965227697	-45.6479271215243	-50.3130603686455	-47.4628671010964	-42.1436592206505	-48.4454007855383	-43.3032366380079	-11.0424374829076	-32.2778350564186	-11.0752382166169	-11.2295364685039	-31.9683662334961	-11.2663272978288
86.5	-2.06299635753964	-6.14856091449059	-32.2363596608264	-6.1592647522713	-46.3563305957856	-49.7030432833414	-49.0544139372684	-41.4820126046681	-49.580724789613	-42.2130734040545	-6.11161341658357	-31.1819818643625	-6.1251473484996	-6.22016438830821	-31.1308176868201	-6.23420612675383
87	0.527578442249358	-2.63477883764254	-31.6980710904881	-2.64017052427016	-47.2744057506756	-49.5551501602054	-51.162062512479	-41.1788278214782	-50.1950073887645	-41.760854270543	-2.61645603396979	-30.678738571227	-2.6232464367152	-2.68717901674749	-30.7365699284269	-2.6939896219513
87.5	2.49065937731393	-0.0660656112560983	-31.7725242060673	-0.0689984290627846	-48.3569672620321	-49.9192432065539	-53.5549797004592	-41.205724552621	-49.9535323660296	-41.8276352917816	-0.0593827357452479	-30.7792026666666	-0.063063909897447	-0.109727157218076	-30.9098499237186	-0.11334086230758
88	3.97772875108113	1.83432355038549	-32.5271123970463	1.83273236686116	-49.5320726395622	-50.8938745442334	-55.231899578588	-41.359482296212	-48.5301880353645	-42.2844856649444	1.83376094947566	-31.5541380614324	1.83176984539874	1.79568250518687	-31.8311027724209	1.79379798841924
88.5	5.07326096816984	3.21393805930804	-34.1395311380551	3.21313918705988	-50.7044958062863	-52.6749761752355	-55.0846697557209	-41.5701955772861	-47.0572660816535	-43.0130577732038	3.20888971385993	-33.1837460088506	3.2078929998248	3.17897722495342	-33.7999219842484	3.17810638583073
89	5.82723390512289	4.1550017924412	-37.0582238055604	4.15467333570413	-51.7666758515123	-55.7091322764853	-54.0099682102646	-42.0470780635681	-46.5461427168646	-43.9507390720722	4.14732758100504	-36.118589437815	4.14691906127594	4.12359761962548	-37.5354640806159	4.12330120955018
89.5	6.26919076067622	4.70369588074065	-42.7818194110028	4.70361839234726	-52.5984044778408	-61.3840735629542	-53.2145152733798	-42.9401359312518	-46.9022945793472	-45.1701558644698	4.69475141711782	-41.8618873520365	4.69465544938549	4.67644447453999	-45.9316965136266	4.67640671974641
90	6.41486042283538	4.88376100340389	-77.6982052340942	4.88376097943832	-53.0470522115483	-74.5125175182795	-53.0781544728419	-43.7802568533609	-46.6371396724883	-46.9495925876507	4.87462494440673	-73.1117725603033	4.87462487535977	4.8615952764091	-46.3993659414322	4.86156279088978
90.5	6.26919076067622	4.70257539770129	-42.4889815529928	4.70249248276679	-52.9509578687464	-61.3066656482357	-53.6365097312108	-43.3913110427268	-44.5168471429023	-49.8061805972903	4.69420700741769	-41.5494291762883	4.694103867721	4.68639842529943	-37.647102960867	4.68614465145358
