Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRefInterpolation	ThetaRefInterpolation	PhiRefInterpolation	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined	TotalRadomeCombinedInterpolation	ThetaRadomeCombinedInterpolation	PhiRadomeCombinedInterpolation
46.5	-49.0230439204125	-39.1800053412424	-45.4083733770163	-40.3622882871932	-31.040831452557	-55.404986001264	-31.0567595909316	-40.8126674017674	-56.9425955417041	-40.9198538292459	-34.4466459234727	-48.3740438391842	-34.6261139216604	-34.1444372749404	-43.9021142682545	-34.6297909384595
47	-41.2494953170644	-39.9919241436882	-44.8463025607497	-41.7118434978565	-31.6756570268889	-55.6829888113413	-31.6929518285552	-40.7017838521337	-57.5783702641622	-40.7918624914422	-33.9177145106965	-47.7449443955738	-34.1014597922123	-35.2808062589634	-43.0648724233494	-36.0721081674672
47.5	-37.4702972504869	-35.3130802761398	-44.3253497244225	-35.8956677709018	-32.2802445767192	-56.7131754974587	-32.2959220061623	-38.8925443208854	-56.1423627232282	-38.9751339293665	-36.1854359605632	-46.6930205052302	-36.5901071791951	-32.818441145315	-44.0029199712896	-33.162329437355
48	-35.2373518015371	-32.1261849722032	-44.0017393010833	-32.4177431550542	-32.9594961628303	-58.1479718190046	-32.9726664454153	-37.1751112023518	-52.3485702990091	-37.3091163340387	-42.1046506633577	-45.6806699207112	-44.6145021611882	-30.6093071014697	-47.4767797277432	-30.6995769519959
48.5	-33.9435591553975	-30.7330437102339	-43.9351085851695	-30.9459455574984	-33.8249774757557	-59.0289817182085	-33.8381006798176	-36.1825070757233	-49.2951401681082	-36.3999512871142	-39.0307324088389	-44.9819695470555	-40.3034890855631	-29.6158551477222	-48.5699627891267	-29.6714649138412
49	-33.3755088588461	-30.6779150645592	-43.7414496056572	-30.8978951858523	-34.7527974529283	-58.7996953345339	-34.7699350971879	-35.4551164031542	-47.4031815297102	-35.741684212748	-33.8285316503144	-44.3380502334391	-34.2330140404072	-29.4980705525679	-43.3142581015507	-29.6822936808147
49.5	-33.477654890282	-31.9285945636372	-43.1808584172452	-32.2669440910076	-35.558723303269	-58.6737487780498	-35.5799725624432	-35.0218041635823	-46.335038586859	-35.3552509528074	-31.569413291193	-43.47081422873	-31.859182422688	-30.2597451031482	-39.9101652885529	-30.7579578261858
50	-34.3066949456703	-34.9432922019488	-42.5882272242609	-35.7629432406621	-36.2905535648461	-59.2620950563303	-36.3125183996352	-35.2421822036737	-46.002797077471	-35.6229151011372	-31.4028872076948	-42.5475095886201	-31.7500761451757	-31.6826882292919	-38.3354415108578	-32.7402743136518
50.5	-36.0738065523291	-40.5724378848282	-42.5526527293487	-44.9357093753955	-37.0697361727315	-59.7773877382546	-37.0930807417415	-35.5838999400016	-46.7199814678856	-35.9318004523421	-33.5754892319318	-42.1708607210425	-34.2213518680548	-32.9314531303926	-38.374277067692	-34.3918763857912
51	-39.3677399607461	-40.4190804639465	-42.8287105705943	-44.1266706214365	-37.8191281102903	-59.9575478155165	-37.8457520829939	-34.9234254049811	-48.4285356130589	-35.1216449954217	-39.0627203277727	-42.217166793254	-41.9335048386513	-32.9189095198429	-39.3734535536183	-34.0327771981173
51.5	-46.4791246187594	-36.9317482806495	-42.7588271935609	-38.2476075603939	-38.5262537535121	-60.4584093493576	-38.5541768875058	-33.9315557209776	-48.3076942012863	-34.093073874849	-40.9471519756192	-42.064001015347	-47.3915142221182	-32.0550839110174	-39.439261796007	-32.930919524166
52	-52.9253140412304	-37.236076770082	-42.3099788250845	-38.8532049702352	-39.3655486998502	-61.2163416416553	-39.3940016227181	-33.7967288493856	-45.8195520575313	-34.078243962448	-37.5336705067657	-41.5794764564781	-39.7084449020401	-31.9755820970907	-38.8157920706046	-32.9828728224166
52.5	-40.9861629378272	-40.5957028183707	-41.9428805235545	-46.3354876323207	-40.3031895608714	-61.9198886790325	-40.3332237036618	-34.6375453606798	-44.7314414401773	-35.084811586051	-38.1671681733672	-41.1868519887452	-41.1681045033896	-32.9762558296137	-39.7481246438122	-34.0015648027969
53	-36.3309285279057	-38.4456273301872	-41.7594340861171	-41.1722526392558	-41.1428815706689	-62.6421036144597	-41.1737421605228	-35.7940257606783	-46.2296352432932	-36.2057902911985	-40.8770636541213	-41.0179098180495	-55.8376892955246	-32.2860847174658	-42.6681128433341	-32.7032143657806
53.5	-33.7453010343732	-33.0829211812268	-41.7582009900761	-33.7161067786117	-41.8991908447543	-63.5781929141383	-41.9287957386006	-36.5362158038973	-51.0723470307364	-36.6917860290955	-36.1220267345519	-41.0857903695308	-37.7897733422093	-29.344830389608	-43.8915008969865	-29.5000167230266
54	-32.3033035944562	-30.1581289063349	-41.9047418056557	-30.4587843505541	-42.743700347861	-64.9206108530951	-42.7700886841185	-36.9173225770806	-55.8308438822245	-36.9734578607621	-31.4496079570784	-41.3805442365014	-31.9149248466107	-27.2068569414911	-42.1912426275923	-27.3469221202351
54.5	-31.7141516871236	-29.2604318969726	-42.2165275782001	-29.486067527441	-43.8416580232986	-65.1773993239181	-43.8737068131431	-37.2902371519048	-51.1401600428855	-37.4730043846534	-29.3894662230057	-41.9033595583962	-29.6399971276245	-26.5450449521711	-41.5696996182124	-26.6837965373773
55	-31.9107100933412	-30.0291129501103	-42.7592523384848	-30.2671349607359	-45.1011760812665	-63.4328742901553	-45.165418614446	-37.8003248110395	-47.9141716960583	-38.2454323361106	-29.3269356291405	-42.6486892124975	-29.5339100007543	-27.2447783337619	-42.3405893697636	-27.3812392835119
55.5	-32.9833170116041	-32.2826926601217	-43.4280282866834	-32.6298222426245	-46.1097419466841	-62.0271595274834	-46.2223739956359	-38.1943902503658	-46.0456753553099	-38.9723817029094	-30.8986527502277	-43.4796327202171	-31.1452322442182	-29.1023980028569	-45.0353933761626	-29.2146215177413
56	-35.2664577123148	-36.2748948966712	-43.8724351192562	-37.1044558426459	-46.8945414979713	-61.3078844012009	-47.0546561807519	-37.7261229674286	-45.8984220480019	-38.4438272505644	-34.233172943082	-44.0948597657169	-34.706391459658	-31.738857171426	-52.3105336722018	-31.7770980005281
56.5	-39.8487791768586	-41.8541669071105	-44.0573014597216	-45.856698656767	-47.7236521421395	-60.6821876369846	-47.9491577011053	-36.6752054634581	-48.5213970841202	-36.9688099390711	-39.2795148751536	-44.4958846496788	-40.8338672254556	-34.2498021020977	-51.0074091170712	-34.3424095151308
57	-55.0043931879655	-40.7038809747894	-44.409327222779	-43.1151018140237	-48.303099638193	-60.3449320247875	-48.5833447068022	-36.252011757134	-56.1881674382631	-36.2963095153593	-38.7247025941186	-45.0787466803685	-39.8683982240843	-35.6519104673095	-46.5783046529407	-36.0177656770265
57.5	-42.8241661951408	-37.7794537253638	-45.0699974181013	-38.6764900270324	-48.6282207625073	-60.5290318982004	-48.9180305921338	-37.0319201736187	-53.855452330339	-37.1231176859467	-35.9013176529543	-45.9661329461391	-36.3517502093582	-35.8259754519547	-48.4030829759794	-36.072781280192
58	-35.9226162505751	-36.8930585591041	-45.7516913315667	-37.4981550512166	-49.1002287522494	-60.9531804607683	-49.393360803763	-38.6583596422181	-49.0374863212395	-39.0757818973781	-35.7003086621323	-46.844266187092	-36.0475529372025	-34.6543471000511	-55.2089106023904	-34.692739580425
58.5	-32.5247519146213	-36.0234124373898	-46.2049698518814	-36.4612749548631	-49.6030660871833	-61.6735724635293	-49.8814065668864	-39.61774722943	-48.9689970864308	-40.1537721041009	-36.6562464900649	-47.3961410494422	-37.0388828299318	-32.4771051978369	-48.0408403693713	-32.5994294733172
59	-30.6448603400603	-33.9781991053458	-46.5302045047779	-34.2264772787572	-49.9747356656277	-63.2176182952148	-50.1855967550365	-39.3212807927838	-53.4666147067901	-39.4917902611376	-35.4531276331518	-47.6970473864097	-35.7202308069976	-30.3114304618174	-45.2126649013306	-30.4542482115665
59.5	-29.7797428514213	-31.8356325261854	-47.038128245342	-31.9687308728468	-50.342266102198	-65.5418424819878	-50.4754553345195	-39.1945200141469	-72.5387860494525	-39.1965312280595	-32.6022588562691	-48.1113721962272	-32.7261536306828	-28.7918112230921	-46.7706351860211	-28.8615354102921
60	-29.7919551709487	-30.5785544728003	-47.8952238880678	-30.6598706275348	-50.6092721367902	-67.5110413015763	-50.6988245558156	-39.6994778859247	-54.2969858818861	-39.8528259702522	-30.6089376997998	-48.8064905164319	-30.6752109820339	-28.1722195697001	-52.9391369434402	-28.1867346059108
60.5	-30.7443780009872	-30.7473090014683	-49.180136028573	-30.8100621452298	-50.7529547130227	-68.5627325599062	-50.8254696086862	-39.9421515531177	-50.7519747715671	-40.3184035181184	-30.2500514683534	-49.7887201184648	-30.2986187220009	-28.6057149997986	-60.218230817621	-28.6087119709982
61	-32.9661626996778	-32.9992986610812	-50.9481144653325	-33.0695102140361	-51.0097743240435	-68.9774900448137	-51.0796785225948	-39.2955123869062	-50.2819184614999	-39.6561325026825	-32.0379124660505	-51.0530065403314	-32.092741865571	-30.284387996607	-55.1878079599265	-30.2984531795175
61.5	-37.580749312084	-39.3774646465698	-52.6832945361992	-39.585217773922	-51.4048172929312	-68.372076812642	-51.4930157153839	-38.6735769999897	-50.1326179907145	-38.9955961404682	-37.4730440742014	-52.1301084198897	-37.6242668039559	-33.5987389323445	-52.7926101414786	-33.6513436594294
62	-53.6185168045406	-42.8495762736646	-53.7678796310637	-43.2161433182853	-51.7767322401799	-67.1516160880283	-51.9045738787526	-39.0325721633811	-49.3432010564937	-39.4569652402761	-41.7109910916335	-52.5247667238091	-42.0868855453187	-37.5247901778723	-50.3412554848755	-37.757999589544
62.5	-39.9613099803294	-33.8218263516398	-54.360218878928	-33.8603626903712	-52.0255064489622	-65.5544858596814	-52.2226145627074	-40.7094136366408	-48.49009600445	-41.5013921433655	-33.3626496853984	-52.3775176189931	-33.4174819581046	-34.5932771404213	-48.5471212665493	-34.7716329121939
63	-33.2690963594306	-30.302085487202	-55.3891268159859	-30.3155674804001	-52.2301045995084	-63.6652044105876	-52.5539718736291	-43.2301227367145	-47.4677683311017	-45.2846014976873	-29.7741434108748	-52.5574853823023	-29.7970835801235	-30.7106044256052	-47.3936288726613	-30.8048334729184
63.5	-29.9785958769576	-29.0729832987891	-57.0929448083279	-29.0798402484743	-52.7054617418422	-62.0623093814456	-53.2407518033463	-43.9504106727901	-46.034705327569	-48.1392101575405	-28.5502411596611	-53.415280764469	-28.5644313973333	-28.7964491321957	-45.885172645698	-28.8821908125998
64	-28.2192516804671	-29.2944947432094	-58.8800158536714	-29.2992752198695	-53.6198480666997	-61.0977508969579	-54.4750151630044	-42.4769606605913	-44.8851237647918	-46.1865296054583	-28.8513865826549	-54.5210077600783	-28.8631738035207	-28.4555538225903	-44.4018909873201	-28.567428636945
64.5	-27.5216161798378	-30.7496151186214	-59.5197338851278	-30.7553835911186	-54.5925193246991	-60.7243060699641	-55.8054681130104	-41.7701883264876	-44.7799898286822	-44.7809867947884	-30.4840135793566	-55.1452421805976	-30.4988867958578	-29.4488990482543	-43.8280846946548	-29.6103017834801
65	-27.7873066103873	-33.7463228848999	-59.0353656009205	-33.7591912477718	-55.1714027349453	-60.6885172846951	-56.6024821725083	-42.7410614944459	-46.1554223741794	-45.381714604624	-33.8694168966622	-55.7417164381022	-33.8977288076147	-31.8335644385262	-44.642852167712	-32.0671701565775
65.5	-29.1619581780052	-38.8651926397267	-58.5504914005701	-38.9121387512706	-55.4965955756786	-60.6492449742058	-57.0786588694321	-45.0790944047334	-49.1569966811742	-47.2331334596053	-39.9534662884984	-57.2365903408703	-40.0354189563259	-35.7452631031396	-46.8881530969126	-36.0925962506424
66	-32.2265413025278	-39.6733267420748	-58.677740515763	-39.7282920035711	-55.6372990860431	-60.4101901293175	-57.3973726717678	-46.0962057125534	-52.0785098852887	-47.3584337368467	-39.4941189379837	-59.7452981610794	-39.5353025031716	-39.0053239711209	-49.4055267068435	-39.4206256226302
66.5	-39.5081292667184	-35.5402232735081	-59.051292743142	-35.5596163476232	-55.5709223186631	-60.1596394256703	-57.4260413407434	-44.5915685947449	-51.6187765653799	-45.5513421406409	-34.8932351224923	-61.5327387852897	-34.9026606385053	-37.5771872677317	-49.3861512704147	-37.8734075161885
67	-45.1412184109582	-33.8696129054272	-58.0858926153447	-33.8860937750282	-55.7190827536694	-60.2282346672087	-57.6172045040512	-44.0598752645368	-51.1640203844446	-45.0008292207541	-33.4292633852885	-60.6820854810255	-33.4374463595696	-36.21113156767	-48.3170011213582	-36.487141536146
67.5	-33.0845140157085	-34.0381462697324	-55.4835326044776	-34.0693931804595	-56.307436345473	-60.6705853377274	-58.2877219575346	-45.8132325080557	-52.5893023754063	-46.8374234955197	-34.0309836863599	-58.5375559612974	-34.046397053535	-36.0571315428186	-48.0821598703388	-36.338499022807
68	-28.5303972162317	-34.3629959327006	-53.0584773279636	-34.4220411996309	-56.9190407716309	-61.14115075752	-58.9829440634091	-49.5285250438898	-54.3502781654632	-51.264386209948	-34.8722625527	-56.4161384609858	-34.9028063490374	-34.9604223096472	-48.1089789785489	-35.1760300930008
68.5	-26.1115322789692	-32.3095042450836	-51.4184954055409	-32.3631536493753	-57.2139163323132	-61.27937884374	-59.3759619895375	-48.3293898199805	-52.5602801863629	-50.3879599220179	-32.6043584001261	-54.674312669701	-32.6314067390337	-31.4710977495705	-47.0500310605706	-31.5929886459329
69	-24.9485361672192	-29.1899413225575	-50.406663899401	-29.2228839430778	-57.4806271799321	-61.2899112655558	-59.8163438609467	-44.7617510243137	-49.7174692035576	-46.4332693555298	-29.1561184384854	-53.322059593785	-29.1727918165561	-28.0480285415602	-45.2276850308938	-28.1319763361006
69.5	-24.8113955036272	-26.8295663943623	-49.7325461064507	-26.8518816375718	-57.8284541695127	-61.6650264470597	-60.1448383806042	-43.3102583710795	-47.6820841660023	-45.2855391529235	-26.6848932633911	-52.1792486611505	-26.6971665900519	-25.8082794914969	-43.4618413231001	-25.8834733544788
70	-25.7556217338771	-25.5349565169433	-49.2365140355697	-25.5535155857727	-58.0575919738782	-62.6512056951346	-59.9101038766063	-43.5912938457307	-46.5320742900478	-46.6722442737793	-25.3777307808814	-51.14139040391	-25.3892651791042	-24.7500007923999	-42.1439615032044	-24.8298692955736
70.5	-28.1938303418075	-25.3702135198156	-48.9658356416658	-25.3892318625312	-58.3958173598848	-64.114109061647	-59.7508384911103	-44.6714286465536	-46.4198143543146	-49.4678038816744	-25.2409400427101	-50.3336477486073	-25.2544044297187	-24.7753279821072	-41.6437552972357	-24.8655777836277
71	-33.7417504971833	-26.5593746970023	-48.9885744190691	-26.5842694879717	-59.2512650553454	-65.4256678404598	-60.4505718464526	-45.3056375975874	-47.7451424298483	-48.9732694001068	-26.4841605950648	-49.9195548903633	-26.5038953275985	-25.9422076543744	-42.3516746642802	-26.0426343724096
71.5	-54.4898846574599	-29.962977486649	-49.0015609738231	-30.0175092697605	-60.2664080770924	-65.7626081800073	-61.7056777892506	-45.4607749278442	-50.8497253881256	-46.9429210474161	-29.9822698621727	-49.6694578149364	-30.0291954457784	-28.8792100087658	-44.1170815303362	-29.0112120182162
72	-31.7125369410166	-38.4994816067315	-48.4228294181943	-38.9656575386557	-60.1340592423221	-65.3764447928808	-61.6772640944693	-46.0134014043413	-52.8852761761191	-47.0124641907139	-38.6321850295822	-49.0088382309325	-39.0498569014854	-35.5391241524799	-44.4844187328732	-36.1314118684451
72.5	-26.2097730531317	-31.9549321227976	-47.2737255330628	-32.0844606114549	-58.7457292123624	-65.3516722607456	-59.8163114955405	-46.3953306374406	-48.9178183160431	-49.9552510112972	-31.6944605443507	-47.8267153286919	-31.8015888503568	-32.284492249778	-42.1782365147123	-32.7540354360706
73	-23.3756341934116	-25.2778849162924	-46.1394076411214	-25.3136466775785	-57.2949344652596	-66.536074987784	-57.845633465725	-45.2200027624572	-45.480699311967	-57.5661892982981	-25.1591056009735	-46.5980252970186	-25.1903992411176	-25.3305451886192	-40.4180861112191	-25.4672703812159
73.5	-21.9554570291064	-21.8987070674918	-45.326651142397	-21.9184757607875	-56.3349521376916	-69.728644744413	-56.5384453767389	-43.6381712994096	-43.7951531366981	-58.1357748264131	-21.8507274651354	-45.6049271254922	-21.8690624591464	-21.790839688429	-40.2701352515354	-21.8529201706256
74	-21.6333565576456	-20.2101434068585	-44.7575747971598	-20.2254121886188	-55.9247475455191	-75.3898542710294	-55.9741491869757	-43.0790316088921	-43.5846458597684	-52.6690363704976	-20.212702957259	-44.7790931882164	-20.2279051128894	-20.0991206065464	-41.7495228563089	-20.1289217750221
74.5	-22.4370942939529	-19.7361144586824	-44.2250573704746	-19.751590632509	-55.9268596300578	-73.1829502109654	-56.0093289079764	-43.8761221779874	-44.6011142251483	-52.0080872687613	-19.7824081244314	-43.9824918194546	-19.798950687818	-19.6945776443535	-44.4166441463773	-19.7092436130325
75	-24.7768278812674	-20.3650458548286	-43.599749946136	-20.3857161656781	-56.0314136939608	-68.7596066133041	-56.2695453873973	-45.7608476412056	-46.2595238015505	-55.4074571857438	-20.4562412611306	-43.1883864248286	-20.4794541891315	-20.3662597711998	-46.3145382755098	-20.3773135057337
75.5	-30.3251505368927	-22.2367576349229	-42.8762014230473	-22.2744038120807	-55.9330843646601	-67.0971914217	-56.2786556129256	-47.0965410906643	-47.4183865262049	-58.5578396237415	-22.3854482457158	-42.4319028163934	-22.4286295874235	-22.1499177058279	-46.0751314275751	-22.1675433062821
76	-48.486784265042	-25.6868012628668	-42.0988274351393	-25.7871681310795	-55.6249185851177	-67.4085343935656	-55.9229336929046	-46.2582703035649	-47.971703600286	-51.1260276023018	-25.9301436258579	-41.7078528135078	-26.0465076149903	-25.3414648617078	-45.4018969528968	-25.3845067602753
76.5	-27.6597856968733	-28.5302681489315	-41.31798336085	-28.7650691519552	-55.2259588075392	-68.7991149210283	-55.4210266064556	-45.3565203442461	-49.0949426192884	-47.7434240930451	-28.7851550934717	-40.9808292942775	-29.0553368020256	-28.5327680898425	-44.3105466047241	-28.6491301963415
77	-22.1558962418288	-24.4204082101257	-40.5987636838685	-24.5263914395798	-54.6095280738056	-68.5762431277354	-54.7873450913478	-45.871864605417	-50.6880196983607	-47.6104791347291	-24.5116154915317	-40.2605399629337	-24.6287638248474	-24.9311794787758	-42.6250522189961	-25.005672634254
77.5	-19.2708520806856	-20.1653371182943	-40.0206661234333	-20.2104713618935	-53.5741679219267	-65.8465136452273	-53.8394741984364	-47.5708927511842	-50.6687996229206	-50.4953181326489	-20.2522789717507	-39.626447139298	-20.3027320544006	-20.4186127184384	-41.3587760952838	-20.4537301432853
78	-17.7978178092488	-17.4225550641829	-39.6431661338917	-17.4486784050107	-52.2839766417747	-63.290153052654	-52.642889252721	-48.4758870387347	-49.7973837801229	-54.2870757660692	-17.5262960369635	-39.1682559412853	-17.5561553927257	-17.4977267066732	-41.0504302085046	-17.5169343458672
78.5	-17.4409665370793	-15.8073609088232	-39.4504234070468	-15.8261721861391	-51.1262628236608	-61.6371254800842	-51.5306140404146	-47.9383157701399	-50.6399278168122	-51.2809349350692	-15.9270571690653	-38.8990875468522	-15.9490195251449	-15.805946850636	-41.2250033661421	-15.8184351391781
79	-18.2594845355218	-15.1224719695413	-39.302354817693	-15.1390918062816	-50.3432218550898	-60.6525695644414	-50.7677464721798	-48.2042147948459	-54.9295269090603	-49.2420056497906	-15.25666014546	-38.696794352928	-15.2763733022246	-15.1001588509889	-40.6003261233472	-15.1124157408734
79.5	-20.7587593797813	-15.3605381944017	-38.9655953277906	-15.3795151744702	-49.9713554988813	-59.939018695087	-50.432538290495	-49.6741424182145	-62.2359853605028	-49.9218425045957	-15.5106241889055	-38.3361535193417	-15.5333420151953	-15.3306053892962	-39.0669004693311	-15.3490162894654
80	-27.1787474567419	-16.7124470446541	-38.3020517429995	-16.7426698033072	-49.9015592834231	-59.1540606399625	-50.4507246508326	-50.0890960547834	-54.2141671733262	-52.2131151073723	-16.8867020216062	-37.6749622242959	-16.923074731377	-16.6599395777864	-37.8519080110366	-16.6930712226146
80.5	-34.913675954795	-19.7446516318616	-37.4321579112412	-19.8192550133244	-49.9173758902345	-58.2165371172304	-50.6126710961567	-48.8640066731572	-50.7902747288762	-53.3222757599087	-19.9744993117447	-36.820349887772	-20.0652244447208	-19.6482274464352	-37.5206271678608	-19.7196956472147
81	-21.1337265997555	-25.5799926521439	-36.6196103540269	-25.9360361861051	-49.7548337660066	-57.3094740008562	-50.593478356048	-48.2255459718399	-50.2558016181969	-52.5035351060665	-26.0033397078046	-36.0266456224674	-26.4583327707697	-25.5973843553421	-37.819856441996	-25.865851607861
81.5	-16.0313424205857	-23.9829024273262	-36.0864744954319	-24.2590631916055	-49.2436175425131	-56.6706570810947	-50.1099335861534	-48.1416713080542	-50.8548825893534	-51.4708850732053	-24.1406182705509	-35.5148807654553	-24.469231563856	-24.4423244448983	-37.8353878675926	-24.6458478689137
82	-13.1808974250307	-17.4850664960523	-35.9746191611874	-17.5469994812994	-48.4214696240912	-56.4520689480255	-49.1651342994153	-47.5391758950009	-50.9271479620947	-50.2020354497729	-17.5677133443715	-35.4299410741044	-17.6393505230837	-17.657648837096	-37.0113891604364	-17.7083411878368
82.5	-11.6365578068124	-13.7125484946836	-36.3827934589548	-13.73609555172	-47.4655564116668	-56.6712601222348	-48.0210685042043	-46.7459153637934	-50.7889069738455	-48.9225199887245	-13.8018874323135	-35.8728495513882	-13.8289294753709	-13.7990524032971	-36.1675101300581	-13.8242988492554
83	-11.1740394338172	-11.5455364093878	-37.381413440793	-11.5568803431345	-46.5516369024419	-57.1119807089153	-46.9511899340576	-46.6520502596645	-52.2037567688158	-48.0697029228929	-11.6468564959078	-36.9063477417816	-11.6598128510386	-11.608854418925	-36.2544108786596	-11.6237814970374
83.5	-11.9129531491148	-10.542688101053	-38.9044420918266	-10.5490257146143	-45.795658192058	-57.1766270754233	-46.1237447867507	-47.1197971424132	-56.09649172264	-47.7075157503127	-10.6592135889891	-38.411211444863	-10.666507310226	-10.6085017919367	-37.8550118909032	-10.6166966791615
84	-14.5215473255459	-10.6374747569971	-40.2389227221988	-10.6422377247524	-45.2605607735759	-56.2520250714491	-45.620743221518	-47.0065753902494	-54.4935225247966	-47.859776633014	-10.7766151479279	-39.5121554242864	-10.7824297631646	-10.7188268508451	-41.3480420523885	-10.722585663828
84.5	-22.4718224782221	-12.0380427502148	-39.7159093487742	-12.0454621465031	-44.9748871376232	-54.5747480604792	-45.4792859996061	-45.8677005783444	-49.0770294901464	-48.6876944095677	-12.2173081728966	-38.613346451381	-12.2272777989627	-12.147602468094	-42.7579967287782	-12.1513776130214
85	-21.478795098892	-15.1498908203079	-37.4689926392262	-15.1754266689932	-44.9467957436324	-52.8195529138296	-45.7205870803271	-44.7235579857317	-46.1582550420289	-50.2314174038879	-15.3969743525838	-36.2603897836005	-15.4327204675685	-15.3067096486108	-38.1095082521098	-15.3295470044227
85.5	-10.8392957506307	-16.7197285434294	-35.1474644054148	-16.7825558298374	-45.1737252918302	-51.3612871747232	-46.3688552234446	-44.2762765139372	-45.0837248332565	-51.9804431433381	-16.7967135458736	-33.9847259133079	-16.8804984125543	-16.7717748099982	-34.5303563666616	-16.8451569028989
86	-5.58845340124476	-11.1002278829803	-33.3800354238862	-11.125996514285	-45.6479271215243	-50.3130603686455	-47.4628671010964	-44.6387285717889	-45.3256949539654	-52.9861732960902	-11.0424374745711	-32.2778350679762	-11.0752382081296	-11.0554559651665	-32.4581849865484	-11.0870124250649
86.5	-2.06299635753964	-6.14856090574593	-32.2363596640964	-6.159264743497	-46.3563305957856	-49.7030432833414	-49.0544139372683	-45.643179999676	-46.4362648521551	-53.4183361292622	-6.1116134078707	-31.1819818676016	-6.12514733974943	-6.11483087765692	-31.3863786188338	-6.12775126091001
87	0.527578442249358	-2.6347788295399	-31.6980710928897	-2.64017051615447	-47.2744057506756	-49.5551501602054	-51.162062512479	-46.9442397180025	-47.7943259418302	-54.4455652260514	-2.61645602589232	-30.6787385735183	-2.62324642862151	-2.61379203910741	-30.9966771518096	-2.62009886879618
87.5	2.49065937731393	-0.0660656023672513	-31.7725242018596	-0.0689984201707755	-48.356967262032	-49.9192432065539	-53.5549797004592	-48.1774010769833	-48.7849608674137	-57.0195929650472	-0.0593827268664036	-30.7792026630468	-0.0630639010141425	-0.0544177346355763	-31.1217691533929	-0.0578157008518956
88	3.97772875108113	1.83432355952458	-32.5271123938983	1.83273237600245	-49.5320726395622	-50.8938745442334	-55.231899578588	-49.0406209202702	-49.2395514699722	-62.5305348166436	1.83376095861312	-31.5541380590956	1.83176985453932	1.8395303775974	-31.7339681959285	1.83762259079642
88.5	5.07326096816984	3.21393806747291	-34.139531134452	3.21313919522559	-50.7044958062863	-52.6749761752355	-55.0846697557209	-49.1307374997503	-49.1476097989051	-73.245271360422	3.20888972202848	-33.183746005778	3.20789300799452	3.21512212337337	-32.9610661098093	3.21407446938751
89	5.82723390512289	4.15500180137527	-37.0582238077737	4.15467334463905	-51.7666758515122	-55.7091322764852	-54.0099682102645	-48.603526007568	-48.7085673016705	-64.8201832739566	4.14732758994568	-36.1185894397047	4.14691907021759	4.15389182042531	-35.1566237505298	4.15338277304555
89.5	6.26919076067622	4.70369588838699	-42.7818193863707	4.70361839999329	-52.5984044778408	-61.3840735629541	-53.2145152733798	-48.4837983760832	-48.6965222935326	-61.6894060870797	4.69475142477117	-41.8618873304092	4.69465545703853	4.70111843789865	-39.2723960916671	4.70094448104013
90	6.41486042283538	4.88376101198265	-77.6982051913216	4.88376098801709	-53.0470522115483	-74.5125175182798	-53.0781544728419	-49.7010205125996	-50.032239776431	-61.0422649000676	4.87462495299362	-73.1117721327694	4.87462488394666	4.87978813641652	-50.3958162077251	4.8797752472593
90.5	6.26919076067622	4.70257540624754	-42.4889815154308	4.70249249131249	-52.9509578687464	-61.3066656482358	-53.6365097312107	-52.8750708383861	-54.0179027241308	-59.2319831058659	4.69420701597132	-41.5494291424512	4.69410387627403	4.69710873331113	-45.1527953755459	4.69706377643272
91	5.82723390512289	4.15284659304056	-36.9115345357759	4.15250668362579	-52.2708158463422	-55.8959821671922	-54.74260275535	-56.1942407506281	-68.1912384204538	-56.4774908547328	4.14622805698594	-35.9875951146013	4.14580692032366	4.14645093666488	-37.1496952785583	4.14612869195099
91.5	5.07326096816986	3.21074208387245	-34.0411392179978	3.20992430277186	-51.1734883655947	-53.0289606381161	-55.7615426585337	-52.8670152768585	-57.4000058929024	-54.7521252249677	3.20704710959267	-33.123147115955	3.20603595992083	3.20539826413173	-33.5028991316971	3.20447143236102
92	3.97772875108117	1.82968153548682	-32.4527610505728	1.82806113983189	-49.9084116930479	-51.3633553201734	-55.3649745296391	-49.2695803824429	-51.1988064525276	-53.722555422587	1.83052349389751	-31.5344409144429	1.8285218447816	1.8291428151177	-31.5790092335804	1.82716097692055
92.5	2.49065937731399	-0.07327421889842	-31.7134543106766	-0.0762521537357179	-48.6586853059946	-50.4544948914162	-53.3609339890432	-47.3172589342491	-49.0748682074248	-52.0950856634543	-0.0654208373070892	-30.7861894960858	-0.0691012070440265	-0.0636546793325854	-30.7682744937678	-0.0673487654965647
93	0.527578442249441	-2.64642074283376	-31.6512500965072	-2.65188554679938	-47.5160046854977	-50.0944381391478	-51.0059069036623	-46.6230078377862	-49.1967559328677	-50.1186965204022	-2.62747227116651	-30.7013979034868	-2.63424447957237	-2.62019090232061	-30.8753146630766	-2.62668616407977
93.5	-2.06299635753967	-6.16591113135595	-32.1999145340863	-6.17674854697697	-46.5217642272499	-50.1607380463933	-48.9829936898439	-46.8823095548724	-51.104375543204	-48.946239614374	-6.12930597679512	-31.2065890153103	-6.1428183443664	-6.11590979732619	-31.8712275281195	-6.12746640154849
