Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRefInterpolation	ThetaRefInterpolation	PhiRefInterpolation	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined	TotalRadomeCombinedInterpolation	ThetaRadomeCombinedInterpolation	PhiRadomeCombinedInterpolation
5	-54.7043846703428	-34.177382295235	-60.7102757537774	-34.1870423119248	-47.3029612442687	-74.0580179951464	-47.3121390200666	-51.8516778150755	-63.9567613612717	-52.1277393637022	-36.0546910752757	-59.1677158424877	-36.0759501498164	-34.5446728194767	-56.6163414310429	-34.5717104500821
5.5	-54.7151210572127	-36.3360501961041	-61.5674841309223	-36.3490906520847	-44.8243787432482	-75.3189910969431	-44.828255931793	-49.4780857281927	-63.8083301202501	-49.641352435318	-40.3728705296271	-60.8600384000404	-40.4118661511287	-34.7339412243154	-59.9853806218609	-34.7469216588625
6	-54.5194407626342	-33.9167110065847	-61.6353963609106	-33.924060936883	-44.1562500679128	-74.3959874209051	-44.1603617179469	-47.401246231079	-64.2649097843344	-47.4915961191006	-36.3479399640186	-62.0999368381802	-36.3595054202226	-32.9682155452744	-69.2607391541921	-32.9692355048214
6.5	-54.0794289827053	-32.0489295129981	-65.2775537132688	-32.0509950128215	-45.4480952925176	-71.6518181497466	-45.4585168589118	-47.7826710628155	-68.4615194293227	-47.8199757475204	-33.6552332665036	-68.143986132566	-33.6567784721366	-32.6202082945407	-71.203759719141	-32.6208101043453
7	-53.4004582232853	-32.2875343367126	-65.9307072765955	-32.2894117543123	-48.9815777510748	-67.6531725165022	-49.0409509037531	-52.5189101248062	-71.5742708844798	-52.5732303316188	-33.4884847729532	-62.2554951312864	-33.4942573783861	-33.0289988480898	-65.0797808337082	-33.0317080512022
7.5	-52.5285336595784	-34.493585767973	-56.1997841215333	-34.5230052226487	-54.9937000280239	-64.2066964023303	-55.5482179686853	-52.7759342838329	-64.9448784376456	-53.0478373603916	-35.2739310257179	-54.4089424781832	-35.3272579806618	-34.8661635775372	-54.5194833664601	-34.913458545409
8	-51.5291355854551	-37.9894658850036	-52.2880237659623	-38.1539510846463	-59.6680184175512	-62.1066160226208	-63.3368542417788	-46.633395351303	-64.4333188607083	-46.7060763594427	-38.1635273453621	-51.2261822680696	-38.3835531739086	-41.1227317983523	-50.4986689573928	-41.655524045171
8.5	-50.4650705740757	-39.1547859774546	-50.9444787029291	-39.4523697669661	-55.0831308518843	-61.2233821136287	-56.2933559418311	-45.3718483651641	-68.4781615220627	-45.3931403997225	-38.9595293124336	-50.1563508021713	-39.3024020994375	-39.8909756277741	-49.9022269647863	-40.3473021822488
9	-49.3849830268678	-36.3230076293843	-50.2543419808142	-36.5023096287274	-51.4439596132575	-61.1985980244996	-51.9296727019966	-48.1809550765252	-72.5133081892284	-48.1970004941002	-36.3361037726907	-49.4803034618656	-36.5519334367874	-34.7120525340834	-49.9230193268524	-34.8448875133152
9.5	-48.3218326704297	-33.6683357179817	-49.1789106117599	-33.792188204335	-49.9709211171926	-61.8626893566629	-50.2613556746814	-56.2652361464292	-66.6557231003746	-56.6815139609111	-33.7851415895057	-48.4741475594442	-33.9352368093811	-33.1668648367561	-49.7528272876948	-33.2632473573428
10	-47.2960320697543	-31.9883828934248	-48.4886158967483	-32.0867088163566	-49.1225712059641	-63.4006218821053	-49.2878499379645	-57.5563978078033	-59.8355818836032	-61.4463145243583	-32.1814785662943	-47.9157249949473	-32.2990289169114	-32.3125039262587	-51.2246630018762	-32.3686569347134
10.5	-46.3193976474539	-30.9319341017042	-48.8791731961	-31.002171356929	-47.4515858135125	-65.974331393874	-47.5130438999348	-55.9170331870117	-56.2570455086438	-67.1488268023076	-31.1611446867613	-48.3073802789003	-31.2457473467762	-31.0959817258367	-51.2679632230188	-31.1379268738264
11	-45.3983727569965	-30.1733213134624	-50.1767725762932	-30.2169345202341	-45.3179748869445	-68.7032622568448	-45.3379391555951	-53.0023782931756	-55.4835070936131	-56.6153912100464	-30.3319439452049	-49.3606387514267	-30.3866008215956	-30.2900687135439	-48.9528038877656	-30.3495639451428
11.5	-44.536266140999	-29.6305510939618	-51.7197054347188	-29.6574797459714	-43.8196985811366	-67.8866976630764	-43.8367569319431	-50.2301130105957	-56.7395934193603	-51.3280493736489	-29.6394829081143	-50.5068852266389	-29.6751960874615	-30.1273950545447	-48.4084175174101	-30.192397264444
12	-43.7346922959002	-29.3354586202847	-52.6127521505939	-29.3559267406557	-43.6316478446744	-64.5464997364767	-43.6669713749947	-50.7798002117183	-58.8741028365788	-51.5116699040853	-29.1674348263394	-51.4411758488913	-29.1932395853839	-29.9489458922105	-49.1723526822855	-30.0011919245685
12.5	-42.9944646342725	-29.3013407579132	-52.4990743456103	-29.3221882063323	-45.0129198695218	-62.3796711659113	-45.0932950092099	-50.9720740898199	-61.698140800617	-51.3559862342695	-28.9305091462659	-52.211568001342	-28.9509594866777	-29.944350419244	-50.6360253610867	-29.9815446173379
13	-42.3161421479429	-29.8498695341304	-51.8645762013439	-29.877265253605	-48.3470277970708	-61.8420938263563	-48.5457170124592	-50.0008976670531	-66.9420364492138	-50.0896336321139	-29.2763555820263	-52.6801858821908	-29.2962345966355	-30.7402086516226	-52.9066187315527	-30.7666610620523
13.5	-41.7003669679703	-31.7748519352125	-50.9774940545746	-31.8273498861599	-53.8065478463661	-62.4599790006879	-54.4431728234606	-51.7559467299734	-63.9566269881626	-52.0258073090008	-31.1765635184875	-52.3203028222437	-31.2100665770874	-32.4871128329718	-51.2524558899344	-32.5452095515592
14	-41.1480812412937	-36.4451553059091	-50.2506738749572	-36.6298413298693	-50.2540950035886	-63.7817149968252	-50.451266247488	-52.7184258759063	-58.5511442516945	-54.0322911144367	-36.9478094569023	-51.6104561680353	-37.0988345146687	-36.1758199320072	-47.8776463448168	-36.4797035276218
14.5	-40.6606793334379	-40.3107460737022	-50.3397453354893	-40.7651107596058	-45.2036935181823	-65.8631248949271	-45.2411660860486	-49.0493379014852	-56.7726008889988	-49.852894607709	-42.6634155320357	-51.7073109763309	-43.2414816615862	-40.3164139665976	-46.9615318526866	-41.3761077180819
15	-40.2401316617807	-33.2245859931812	-51.6938480026823	-33.2868111000118	-42.5345618962401	-66.9151999335081	-42.5504295841626	-46.0264349624646	-58.5576218008862	-46.2759410859931	-31.5664264854263	-53.3374517381254	-31.5954086011312	-34.3192428815088	-49.1129961900334	-34.4657002648734
15.5	-39.8891054975581	-29.5457047173946	-55.3313451375158	-29.5571808074459	-41.2098366001905	-63.582308818601	-41.2350596519835	-44.924968620846	-66.6199360862195	-44.9544645121815	-27.6376921642506	-58.9229778667602	-27.6409237621036	-30.169805421745	-55.26505379064	-30.1832619220539
16	-39.6111031321511	-28.3791374789709	-60.3264071564669	-28.3819120513899	-40.8069760869413	-59.4912350339971	-40.8661751739156	-47.191882735365	-66.5003437192881	-47.2431095125507	-26.5564204380919	-63.9008511306302	-26.5572209748318	-28.6352080077791	-66.0840089770676	-28.6359895335258
16.5	-39.4106374773734	-29.0845040523672	-52.7585738341841	-29.1031812131088	-41.2971301817863	-56.3201521698975	-41.4359347814719	-51.195077675264	-62.0556774474114	-51.5667635823169	-27.5909460053335	-50.7758122211418	-27.6118554617731	-29.6268337543505	-56.389809259469	-29.6359947933551
17	-39.293469248621	-31.7153652810576	-47.6173428696356	-31.8284037369091	-42.751596190518	-54.2774551594542	-43.0685149867714	-45.6858968824208	-63.7171144785074	-45.7547782990725	-30.9616725720287	-45.7171898033139	-31.1094473710284	-33.5816832762034	-49.0947089305897	-33.705464886006
17.5	-39.2669394563183	-36.8614511032128	-44.6318374987858	-37.6554922098876	-44.9941313148864	-53.2462025974871	-45.697654810051	-43.6322840861954	-62.0790891040308	-43.6948341212728	-37.6682920714265	-42.8939590377658	-39.2186497092966	-40.3117975548322	-45.8207186551844	-41.7460790791636
18	-39.3404489943269	-42.0017767887577	-42.4749284662508	-51.8640442550502	-46.9737474085916	-52.7920217648038	-48.2927268840352	-46.3176719477721	-59.5729837516698	-46.5279156068753	-40.3774268611851	-40.8891125382448	-49.9185685482545	-43.272280314303	-43.7492262609285	-53.1017225551962
18.5	-39.5261701054406	-38.318912252011	-40.647046724473	-42.1388638928726	-47.1429379895324	-52.6205172722716	-48.5895461461428	-57.4853807144092	-60.3908696269427	-60.6030838737436	-36.1349693438361	-39.1942139904448	-39.0968700721961	-38.8531836288324	-41.0110362257555	-42.925153544605
19	-39.8401360373811	-35.7621322848444	-39.3025450349467	-38.3000443477915	-46.4352964872978	-52.9194840430431	-47.540535387043	-51.1473153668349	-61.4815237460645	-51.5692951418966	-34.9122518429516	-37.9679705811148	-37.877603098562	-34.7068169041336	-38.8342734344841	-36.8293319018254
19.5	-40.3039751680459	-35.2526556153582	-38.7191419526409	-37.8501651165905	-46.2418315667141	-53.8609559651465	-47.0668632000856	-47.0882007774772	-60.173752739426	-47.3070399830903	-35.4345006288817	-37.4860343617839	-39.6770192299773	-33.4637071624498	-38.0216846076945	-35.3352964431402
20	-40.9478041998982	-35.7084162047848	-38.9278140837188	-38.5192248337692	-47.1128233020708	-55.3089775982121	-47.8262547318254	-47.3412232837968	-59.721288740065	-47.5998325406244	-36.2527414699796	-37.783177255019	-41.5252029305471	-34.3203565309857	-38.2851951717882	-36.5485788525937
20.5	-41.8153492925332	-35.220051060103	-39.834872227889	-37.0613232258127	-50.1727219913658	-57.2845963248315	-51.1118081216857	-48.6282045317208	-59.4732713270928	-49.0012810627599	-35.8325811693344	-38.7945730852972	-38.8917325633389	-34.7552970553871	-39.10365936341	-36.7441481573763
21	-42.9737243819931	-33.1394903522382	-41.4840027089284	-33.826959473144	-56.2463264724728	-60.1287699309113	-58.5306755284407	-46.6904146357288	-56.8984591603075	-47.12547687369	-33.3152739277571	-40.6036032011419	-34.212818441835	-33.2801955773051	-40.2758152508697	-34.2478170597139
21.5	-44.5340701993816	-30.7211475196146	-43.992385761919	-30.9306027247373	-53.2393859847955	-63.3005765615101	-53.6902148528423	-43.9651360803274	-54.3093265450631	-44.3860985565459	-30.2753783632197	-43.3704533754583	-30.4937259775684	-31.9035942198795	-42.1298137670097	-32.3367458446956
22	-46.7016059002825	-28.8098112192144	-47.2256781037947	-28.8728116963709	-49.0624823819858	-63.7821875189817	-49.2115020095668	-43.4795318219396	-53.5198855394715	-43.9326460393886	-28.0286112482696	-47.0948548577912	-28.0827946545734	-30.4036207024347	-45.1962322711218	-30.5501172506619
22.5	-49.9247406678671	-28.1529584131965	-50.5812299400007	-28.1778585406538	-46.8857230050311	-62.0137220966422	-47.0211604257906	-45.9348678481136	-54.3440196976221	-46.6113465054367	-27.2835184684256	-51.5227720344492	-27.2999122213157	-29.1285420416025	-49.6886465437313	-29.1668853529564
23	-55.5119121440626	-29.1592269678622	-53.1818492394954	-29.1764608649027	-46.0179124672042	-60.7700094361686	-46.16580569631	-50.2573789703506	-56.1131777350046	-51.5631196833086	-28.3045420353063	-56.0319984992358	-28.3118771239688	-29.7705754263614	-56.0209111385535	-29.7808856039757
23.5	-65.2709530385916	-30.8955536385009	-54.4018299497405	-30.9149681758369	-46.5045931543506	-60.3630596827458	-46.6869935427878	-48.307938798537	-60.0807946008594	-48.6067192012325	-30.0232384310826	-58.7356527044777	-30.0290841123937	-31.8970962393658	-60.7661116907979	-31.9027347533433
24	-54.7678099875781	-31.0770602721673	-54.9793851204128	-31.0947792013222	-48.3934001563207	-60.2975468843128	-48.6829798976349	-45.9838573883532	-69.0502415211939	-46.0053465718402	-30.3710282946317	-58.8346188994352	-30.3772189231705	-30.9939856604778	-54.2461818302106	-31.0145726877131
24.5	-49.142615307759	-30.5915078512588	-55.1826798792522	-30.6066233563728	-52.1839664947855	-60.6118377489406	-52.8572978987415	-45.9173764991343	-58.5536095606044	-46.1607497497346	-30.2546904021414	-56.9799872151044	-30.2639313516123	-29.4460268821395	-50.8351734952039	-29.477682549373
25	-45.7611311725708	-30.8709136967202	-53.9232915238247	-30.8924724688057	-60.3792621611922	-61.8484576848008	-65.8002175707947	-47.2760761108721	-55.4132196241962	-48.0001280142523	-30.8143320468562	-53.5824471854555	-30.8373530018999	-29.730328716189	-49.4056436219839	-29.777383462221
25.5	-43.4206937235062	-31.9128651090637	-51.3665352855154	-31.9623977600816	-54.8244288175894	-63.4896165521707	-55.4592006043082	-49.6670714966314	-56.9345410696157	-50.5694190166217	-31.9419780059078	-49.916109076734	-32.0117781853146	-31.2996685631865	-48.7579128148484	-31.3783528770223
26	-41.7064122420344	-33.732280276774	-48.9900966018171	-33.8636682199471	-47.8294167867608	-62.6717229260053	-47.9742184886256	-54.3792368718246	-61.533822663347	-55.3080754702896	-33.6273299111203	-47.3813680913255	-33.8142662724809	-34.0150279910693	-47.4859644114418	-34.2148500665617
26.5	-40.4325913899119	-36.5276595658424	-47.611898054949	-36.8799120358127	-44.8313861010289	-59.8298628481493	-44.9709901913397	-55.1863737086323	-61.0680944312588	-56.4830588954456	-36.1476002894687	-46.3367154565427	-36.5846618571376	-36.2960520577253	-45.9494518948786	-36.793902723149
27	-39.5048570973125	-38.3491441919327	-47.2249999177258	-38.9516716806564	-43.5776499527144	-57.5826064276612	-43.7538760295254	-48.7114525182836	-62.113729529996	-48.9145343798229	-38.6273101697004	-46.513051775444	-39.3985736579479	-36.2097450054848	-45.8344714905096	-36.7110913598457
27.5	-38.8738080500275	-36.6142014431606	-47.3845500134458	-36.9940435852114	-42.9988022587526	-56.4692690026835	-43.1986464505175	-47.0967030230068	-86.6203747916537	-47.0971876876822	-37.1576039898964	-47.4137979170445	-37.5876238511836	-36.7893306623956	-47.3991573413994	-37.1841449083014
28	-38.5166352224457	-35.7558905879702	-47.5308503782707	-36.0545211867972	-43.3730136946489	-56.0402078642423	-43.6146090978373	-49.2834377452357	-58.1935536955098	-49.8808895837111	-34.7965230731416	-48.6006468679233	-34.9812697000068	-37.2826990995108	-47.3151452415678	-37.7366837960789
28.5	-38.4297670480761	-36.1413399351787	-47.3390213344145	-36.4841420885814	-45.2495734375522	-55.5668202063357	-45.6732877325819	-51.2840241611794	-53.3559598125651	-55.4929636076201	-34.0475585782285	-49.7584494062858	-34.1657515009436	-36.5564379931585	-44.6412640523723	-37.2900493667807
29	-38.6273268858262	-35.2501541238303	-47.0585014476985	-35.5464179051936	-48.7174435130122	-55.2858133021328	-49.798587909171	-50.2270590042504	-52.4360539975484	-54.2207368615911	-34.0293889586162	-50.6774975793277	-34.1243870092152	-34.8890974423219	-43.3429316452956	-35.5580898870874
29.5	-39.1444169339846	-33.4967478289084	-47.2735736362208	-33.6826846505392	-54.3571816851726	-56.098708168393	-59.1674280025964	-51.2392486642316	-53.5383814039437	-55.1004210622068	-33.3588627699911	-51.1621615942049	-33.4314868380036	-33.3959684593059	-44.2415252923274	-33.7690010358067
30	-40.0472733690711	-32.4369188607486	-48.4433310437025	-32.5472371018745	-54.2490649878763	-58.3387196136384	-56.3955744003989	-49.7215450323992	-55.1590156207241	-51.1841099958174	-32.1466667981357	-51.5818352513942	-32.1964121329849	-32.9361832114551	-47.4476750873435	-33.0926546980626
30.5	-41.4578497942164	-32.4724435650935	-50.0374858631262	-32.5491995463674	-47.8707597828162	-61.2933568642227	-48.0728712649945	-46.5563497645235	-56.4985072234078	-47.0203994333269	-31.3942103426994	-52.1672446017705	-31.4307113337848	-32.9584084310655	-52.2511293176332	-33.0098223111823
31	-43.6174816759201	-33.9865693611256	-50.4261826637355	-34.0862933494708	-44.6029263593228	-63.9244331224605	-44.6539985801951	-45.392811656503	-56.1459815564736	-45.774227334952	-31.8627258415212	-51.6789050276846	-31.9082709412647	-33.6961487080008	-55.8615942588068	-33.7226070118601
31.5	-47.0859536305126	-37.4510974942624	-50.2714481227025	-37.6840926679854	-42.9181462370025	-67.2889369536596	-42.9340500106393	-45.6745836202348	-54.6095213951457	-46.2683867067493	-33.814374560868	-50.8540040305374	-33.901100789203	-35.7152841647088	-57.7174435858945	-35.7427593991366
32	-53.517886293423	-40.6989996072777	-51.117694372208	-41.1124499552944	-41.7114472245527	-73.7336101746884	-41.7141743452861	-47.6913109486083	-55.1925661159168	-48.5414123809677	-35.3236651926872	-51.3904817995382	-35.4324404353993	-37.9069938184338	-53.0449902395491	-38.0421149296807
32.5	-56.739691212118	-41.6706971735774	-52.8510781382044	-42.0149233125716	-41.0519673375657	-79.967275190038	-41.0525248844627	-53.5884429826224	-58.5985592000215	-55.234657825279	-35.5258820463962	-53.2425928325692	-35.5999811441192	-40.5218517800536	-50.3429718580939	-40.9997647815284
33	-48.2256191448775	-44.9861944019938	-55.0094502522645	-45.4411929946446	-41.2164564976154	-73.9203822488924	-41.2187873151244	-56.4109955011905	-57.9295542147714	-61.7117003848389	-37.6284205993398	-56.0266100941637	-37.6916799148374	-43.3846004209556	-50.6118631814371	-44.2962862052234
33.5	-43.6113448702339	-38.062358165411	-57.3392397863194	-38.1139610212419	-41.7499881755429	-70.7522569330945	-41.7554562045316	-50.6923883999782	-55.0153636321953	-52.6960534910501	-35.1825724162545	-59.0182311209409	-35.2005660058076	-37.8167932983815	-51.895851082013	-37.9899777832263
34	-40.6890499951608	-33.394080980911	-58.1379833492939	-33.4086732720098	-42.5300966578188	-67.0380892851438	-42.5455049759523	-49.0354499355854	-54.6895134432013	-50.4142286006824	-31.1653999390351	-57.968505563316	-31.1744766290617	-34.0022335723312	-52.7311968433702	-34.060822308209
34.5	-38.6779185661317	-31.2986414344049	-56.0142093737713	-31.3133294021035	-43.7207710037244	-63.8561409796808	-43.7630729837542	-47.7003658269969	-55.3522933240182	-48.5185658224014	-29.4405790527409	-54.1413417252911	-29.4553172629379	-32.3484236243639	-52.4609120887075	-32.3909501650754
35	-37.2730889680865	-30.1085314878365	-53.089422536968	-30.130448967866	-44.0395666216932	-62.0130792063511	-44.1093768224985	-45.2605990205654	-55.7262551072704	-45.6693866761942	-28.9545644247718	-50.7882426675384	-28.983130066585	-31.6685073199823	-51.0492747042441	-31.7188833500655
35.5	-36.3341649241136	-30.1183372307515	-51.0518770550602	-30.1535084726995	-42.6994089901051	-61.1493314641421	-42.7619138170321	-43.369243362991	-56.5263200224157	-43.5844179381804	-30.3137164770976	-48.7632342445504	-30.3762271710645	-31.7191626658498	-49.8373570928321	-31.7866676353106
36	-35.7948854619079	-32.3013989175502	-49.4670394264763	-32.3856207226507	-40.4840700474273	-60.9340062287802	-40.5234029370488	-42.981366378789	-55.6160903866364	-43.2248266252313	-35.5542859323842	-47.413096951535	-35.8470091459662	-32.9798778348105	-48.1744389710668	-33.1132233501942
36.5	-35.6316891519272	-38.145609864374	-47.7328103138618	-38.6515704888948	-38.0569880894468	-61.0334004285373	-38.0789282409984	-44.1471913668822	-53.0815440311372	-44.7410801883828	-44.4013754232483	-46.061037984202	-49.3824571644545	-36.6039801024164	-46.9369463908158	-37.0260866423551
37	-35.8538081430491	-45.1612426444181	-46.5431048205238	-50.8070646251508	-35.7474547886179	-61.4439795249721	-35.7591691177616	-46.463201091447	-52.1742673228262	-47.8208709229684	-35.4137696905558	-45.2620864789397	-35.8885300192357	-43.7246296474614	-47.2509044748791	-46.2737982609972
37.5	-36.5057655865988	-36.2139925880563	-46.2941865045835	-36.6627477831883	-33.7852765110803	-62.5284401177955	-33.7910809218447	-49.1362228050765	-53.2049300434956	-51.2961764239395	-33.3797099119411	-45.4078717505408	-33.6608677404165	-37.8763266923539	-48.6594380763981	-38.2550041733044
38	-37.6843338868062	-33.1198988915853	-46.538572303649	-33.3221973771149	-32.3257315626841	-63.7457047427748	-32.3288644417289	-51.5079464398298	-55.8365860146147	-53.5082943478291	-36.7106028052927	-46.0317249568492	-37.2506009626378	-34.0906374713123	-49.6544041497395	-34.2129608467504
38.5	-39.5865648017417	-33.5900659212376	-46.4686720633836	-33.8198729904034	-31.2158849845876	-64.6931110160793	-31.2178355442218	-52.8073742061207	-62.4130782385185	-53.3110540004624	-41.2057835275056	-46.258670892014	-42.832425930233	-34.5800327501974	-47.9505049847431	-34.7846430238459
39	-42.653528977383	-37.4401468698364	-46.1044017348946	-38.0750654928091	-30.2794475479303	-66.7245163399346	-30.2804322994705	-49.9886872908812	-67.5691613850215	-50.0651686075165	-33.174052679284	-46.168463218018	-33.397654524087	-39.2946294222135	-45.4398359778887	-40.503263258202
39.5	-48.0839198665869	-43.5248959820908	-46.2346327485565	-46.858117200939	-29.5311464110721	-69.3390164466273	-29.5316003736	-47.2897491679627	-57.2591547765865	-47.7507367927317	-30.613292904104	-46.5860281214413	-30.7244810104932	-42.1697775986785	-45.0316092893596	-45.3338015730393
40	-54.5341053762078	-40.9121486394196	-46.979715941751	-42.1459924095401	-28.979812619825	-70.2140776486466	-28.9801394891392	-48.1341470083593	-56.7401098647574	-48.7783137966228	-30.7710628109467	-47.5160529631036	-30.8639425543229	-38.2417260820484	-47.1737192654244	-38.8359607675414
40.5	-46.3884282239961	-38.4221774848856	-47.6610743471337	-38.9731799026272	-28.5826186380164	-73.2489298057516	-28.5827669446612	-55.062979815543	-67.2443236735014	-55.334082970581	-31.5759077579162	-48.073608368852	-31.6742916864338	-37.3789943995744	-48.256236084689	-37.7491964025346
41	-41.4269646855933	-38.6565264887105	-48.2416632563825	-39.162742168733	-28.3172197998049	-84.5540330334535	-28.3172301298806	-50.7507139191885	-57.4408812604672	-51.7980402797773	-30.8519638101504	-48.1952780645227	-30.9327779447756	-37.2379250269365	-45.7429799878369	-37.8984455947136
41.5	-38.4866817537827	-42.6605708584226	-48.9211450414096	-43.8328256860383	-28.181385009332	-70.6604268935856	-28.1816304194099	-45.006443587618	-50.4409029583493	-46.4702148708492	-28.7219935842076	-48.2379160769623	-28.7708173149156	-38.5655922055942	-44.7560519894251	-39.759804545305
42	-36.6267031051568	-45.0370237077756	-48.9112495929052	-47.3270695496517	-28.162722896424	-65.1153749253021	-28.1635990150505	-43.7774574082562	-48.141511309724	-45.7572203265855	-27.4022379475969	-47.6638980775372	-27.4433217725542	-45.1453894516768	-46.1821579534392	-51.8744911684428
42.5	-35.5000986914822	-36.0878227059908	-48.6633476035001	-36.3347210960788	-28.2089754524801	-61.9990386386626	-28.2107904195003	-45.1349140771905	-48.4201212272276	-47.8866772841316	-28.412354633314	-46.9792774866432	-28.4731863484454	-38.7006897520544	-50.5082850215698	-38.9970066317808
43	-34.9660815072354	-32.4265287835942	-49.0599724664133	-32.5218517111198	-28.3183790697685	-59.6522918362542	-28.3215746726567	-45.7329449397085	-51.033133873044	-47.2517196414074	-33.2545765088619	-46.9468255653874	-33.4442508602717	-33.9424785683022	-58.9971554688899	-33.9560615649674
43.5	-34.9838408636955	-32.0017252847217	-49.6285761982096	-32.0773871108447	-28.5460663471984	-58.1075607772569	-28.5508733590925	-42.9699143243272	-56.671806629014	-43.1591586818321	-36.6510136819919	-47.2233069705367	-37.0494169324769	-33.9047469014249	-54.3403739829889	-33.9442101900145
44	-35.5873236234213	-34.0999573106311	-49.4680863416866	-34.2280009054249	-28.8612223627493	-57.5166693140694	-28.867145280863	-41.0229594994937	-66.9416278061253	-41.0340889528702	-30.8414415439044	-47.3160402753062	-30.9403562319392	-37.5668233478991	-50.6841721056562	-37.7840255810962
44.5	-36.9048483512507	-38.5646610890191	-48.7749260739809	-38.9994894313613	-29.223472372637	-57.2984181638957	-29.2302429891956	-40.8883935706097	-63.4576521676066	-40.9124961222393	-28.6131440167367	-47.4756754776698	-28.6699466147234	-43.7689021225797	-50.3078987973103	-44.8583855158599
45	-39.255597677326	-44.3433336168024	-47.9339420336842	-46.8418058249147	-29.6431657933752	-56.8624623154342	-29.6514122412132	-41.4924714700462	-59.7044143536496	-41.5585238478063	-28.4797252431764	-47.8388387830947	-28.5303545478845	-40.6348522149074	-50.4843501826293	-41.1094761184761
45.5	-43.5542186645865	-40.5030920112534	-46.9583655294676	-41.6167464335273	-30.0607955670281	-56.3190426570715	-30.0710869578288	-41.1405789395535	-57.8670696590694	-41.2338594506245	-30.1959167613515	-48.1861358682535	-30.2654567734161	-35.3041573426067	-48.4658353821881	-35.5190983267571
46	-54.7232622361124	-37.8020843772792	-46.0633170509341	-38.5039988274113	-30.4866033728591	-55.7625021853858	-30.4995107987891	-40.5187768939509	-56.949414645922	-40.6187095866263	-33.5203714824749	-48.4304311104857	-33.6628945008288	-33.2330644074892	-45.8296341722451	-33.4787348768683
