Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined
101,000000163913	-29,3998905822253	-21,9838743199331	-30,0966999723918	-22,7123526570944	-32,8409257860094	-45,1141235422767	-33,1061783955375	-21,2360886826075	-29,0162236619678	-22,0281767004186
101,100000165403	-27,8375941524504	-22,511301347499	-30,3043696674581	-23,3008063299349	-32,8713170379848	-45,2315481397192	-33,1311461984908	-21,744749341233	-29,2265461574696	-22,5990694368275
101,200000166893	-26,5566386944835	-23,0594733410546	-30,5145944374066	-23,9196143878712	-32,9043055656618	-45,3461268345546	-33,1591541973545	-22,2682029932571	-29,4391998287832	-23,1931372666828
101,300000168383	-25,4783504871629	-23,6297124319423	-30,727093049226	-24,5723044750098	-32,9398228743298	-45,4573529439624	-33,1901379137134	-22,8057564225261	-29,6538432972876	-23,8109933060242
101,400000169873	-24,5532978700241	-24,2233060304724	-30,9415528244035	-25,2630059846072	-32,977796806781	-45,564721877517	-33,2240292407441	-23,356079830118	-29,8700978603297	-24,4527118803038
101,500000171363	-23,7483895787519	-24,841410800946	-31,157625186024	-25,9965685232205	-33,0181512304528	-45,667737248886	-33,2607560842116	-23,9169545157521	-30,0875433474183	-25,1174750231594
101,600000172853	-23,0403869342764	-25,4849036275352	-31,3749236629515	-26,77870491913	-33,0608057013373	-45,7659174132155	-33,3002419792344	-24,4849520790566	-30,3057159199542	-25,8030484515274
101,700000174344	-22,4123473908954	-26,1541287504514	-31,5930238941629	-27,6161234326935	-33,1056751066719	-45,8588022790897	-33,3424056841918	-25,0550319564416	-30,5241091868211	-26,505005384395
101,800000175834	-21,8515410114915	-26,8485207496692	-31,8114566160793	-28,5166549432516	-33,1526692892789	-45,9459602118746	-33,3871607538718	-25,6200917860586	-30,7421678604395	-27,2156598960543
101,900000177324	-21,348163531714	-27,5660040065062	-32,0297154031572	-29,4892370578688	-33,2016926573975	-46,02699481936	-33,4344150947931	-26,1705189543462	-30,9592957822969	-27,9226759712754
