Theta, deg	Phi, deg	Ant [Mag,dB]	Ant [Phase,deg]	AntRad [Mag,dB]	AntRad [Phase,deg]	Angle, deg	 deg	Antenna with Radome Field Amplitude, dB	Antenna with Radome Field Phase, deg	Reflacted Field Amplitude, dB	Reflacted Field Phase, deg	Summary Antenna with Radome Field Amplitude, dB	Summary Antenna with Radome Field Phase, deg
0	90	20.5991922474445	90.0002597202652	22.7864380780347	87.8907602195255	
0,1	90	20.584026958722	90.0002597190674	22.767232035392	87.7499121168562	
0,2	90	20.5688715258824	90.000259715474	22.7477733224978	87.608956002629	
0,3	90	20.5537259013949	90.0002597094851	22.7281236561427	87.4681060954193	
0,4	90	20.538590036933	90.0002597011007	22.7081378466944	87.3280925605751	
0,5	90	20.5234638833744	90.0002596903211	22.6881028972045	87.1874902610789	
0,6	90	20.5083473908	90.0002596771466	22.6678739825843	87.0470232113857	
0,7	90	20.4932405084935	90.0002596615773	22.6476927181848	86.9098619825993	
0,8	90	20.4781431849407	90.0002596436136	22.6270697746701	86.771023698431	
0,9	90	20.4630553678288	90.000259623256	22.6061594384933	86.6315506542173	
1	90	20.4479770040459	90.0002596005048	22.5852606991472	86.4933705740102	
1,1	90	20.4329080396806	90.0002595753605	22.5641322521671	86.3544939683437	
1,2	90	20.4178484200212	90.0002595478238	22.5427247206596	86.2151443474474	
1,3	90	20.4027980895553	90.000259517895	22.5211186661785	86.0760120470814	
1,4	90	20.3877569919693	90.000259485575	22.4995007877539	85.9410532614609	
1,5	90	20.372725070148	90.0002594508643	22.477352494165	85.8042980425518	
1,6	90	20.3577022661737	90.0002594137639	22.4551483199376	85.6659643183176	
1,7	90	20.3426885213262	90.0002593742743	22.4327642648286	85.5278174112881	
1,8	90	20.3276837760824	90.0002593323965	22.4102016197692	85.3904322912108	
1,9	90	20.3126879701154	90.0002592881313	22.3872717498167	85.2534882060573	
2	90	20.2977010422945	90.0002592414798	22.3641299299771	85.1163586821607	
2,1	90	20.2827229306848	90.000259192443	22.3412705974539	84.9804819331132	
2,2	90	20.2677535725463	90.0002591410217	22.3181986601095	84.8450508909639	
2,3	90	20.2527929043344	90.0002590872173	22.2945197541341	84.7095361624693	
2,4	90	20.2378408616988	90.0002590310307	22.2707467557097	84.5753008450628	
2,5	90	20.2228973794838	90.0002589724633	22.2467254111445	84.4399861346481	
2,6	90	20.2079623917274	90.0002589115162	22.2225011003771	84.305075994979	
2,7	90	20.1930358316613	90.0002588481909	22.1980710540761	84.1705721514844	
2,8	90	20.1781176317107	90.0002587824885	22.1733097920255	84.0368697032311	
2,9	90	20.163207723494	90.0002587144106	22.1490927151339	83.9037870945447	
3	90	20.1483060378222	90.0002586439586	22.1240709953015	83.7705154697924	
3,1	90	20.1334125046995	90.000258571134	22.0990258886957	83.637319190306	
3,2	90	20.118527053322	90.0002584959384	22.0737254328852	83.5027981865133	
3,3	90	20.1036496120784	90.0002584183733	22.0481327089015	83.3690683603959	
3,4	90	20.0887801085494	90.0002583384405	22.0222616878892	83.2377718408262	
3,5	90	20.0739184695077	90.0002582561416	21.9961856380663	83.1069956651207	
3,6	90	20.0590646209176	90.0002581714784	21.9700348315999	82.9778206676125	
3,7	90	20.0442184879353	90.0002580844527	21.9435449481852	82.8481071585844	
3,8	90	20.0293799949081	90.0002579950664	21.9165364552788	82.7200776236424	
3,9	90	20.0145490653754	90.0002579033214	21.8896324893112	82.5914945744541	
4	90	19.9997256220672	90.0002578092195	21.8625765177107	82.4637028281566	
4,1	90	19.9849095869051	90.000257712763	21.8356607851593	82.3389439964136	
4,2	90	19.9701008810021	90.0002576139538	21.8084966914027	82.2156957136076	
4,3	90	19.955299424662	90.000257512794	21.7810781369467	82.0877670602911	
4,4	90	19.94050513738	90.0002574092858	21.753686214801	81.9646590258509	
4,5	90	19.9257179378423	90.0002573034315	21.7255386059872	81.8398316620264	
4,6	90	19.9109377439262	90.0002571952331	21.6970169629375	81.7172952519541	
4,7	90	19.8961644727004	90.0002570846932	21.6682224217414	81.5931675153532	
4,8	90	19.8813980404244	90.000256971814	21.6394503047277	81.4704488879595	
4,9	90	19.8666383625491	90.000256856598	21.6104699485152	81.3484542384183	
5	90	19.8518853537168	90.0002567390476	21.5810429137404	81.2254353071493	
5,1	90	19.837138927761	90.0002566191654	21.5516428183344	81.104939432674	
5,2	90	19.8223989977065	90.0002564969538	21.5217810316637	80.9848138158999	
5,3	90	19.8076654757702	90.0002563724155	21.4924559094521	80.8704088200935	
5,4	90	19.7929382733601	90.0002562455532	21.4624272419537	80.7523095057355	
5,5	90	19.7782173010762	90.0002561163696	21.4319615960399	80.6329143908547	
5,6	90	19.7635024687104	90.0002559848674	21.4020448653514	80.5188401308366	
5,7	90	19.7487936852467	90.0002558510495	21.3717865105419	80.4036188158351	
5,8	90	19.7340908588616	90.0002557149187	21.3409214435626	80.2889256792014	
5,9	90	19.7193938969236	90.0002555764779	21.3100755094116	80.1782392362666	
6	90	19.7047027059941	90.00025543573	21.2787940165514	80.0653783628623	
6,1	90	19.6900171918274	90.0002552926781	21.2473048229017	79.9534554246883	
6,2	90	19.6753372593707	90.0002551473253	21.2155235525883	79.8448890556115	
6,3	90	19.6606628127646	90.0002549996745	21.1836191391331	79.7349246061037	
6,4	90	19.6459937553432	90.0002548497291	21.1515251887785	79.6279036471036	
6,5	90	19.6313299896345	90.0002546974921	21.119490206947	79.5200163205387	
6,6	90	19.6166714173604	90.0002545429669	21.0870298776871	79.4129892213182	
6,7	90	19.6020179394374	90.0002543861567	21.054299443892	79.3070905977764	
